bill_id,document_id,document_type,document_size,document_mime,document_desc,url,state_link
1147973,1983362,text,73557,application/pdf,Amended,https://legiscan.com/ME/text/LD97/id/1983362,http://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0083&item=2&snum=129
1147973,2003926,text,70993,application/pdf,Chaptered,https://legiscan.com/ME/text/LD97/id/2003926,http://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0083&item=3&snum=129
1148218,1845962,text,158862,application/pdf,Introduced,https://legiscan.com/ME/text/LD98/id/1845962,http://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0084&item=1&snum=129
1148218,1950685,text,73815,application/pdf,Amended,https://legiscan.com/ME/text/LD98/id/1950685,http://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0084&item=2&snum=129
1148218,1972584,text,71694,application/pdf,Chaptered,https://legiscan.com/ME/text/LD98/id/1972584,http://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0084&item=3&snum=129
1148457,1846138,text,157674,application/pdf,Introduced,https://legiscan.com/ME/text/LD99/id/1846138,http://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0085&item=1&snum=129
1148457,1994449,text,73608,application/pdf,Amended,https://legiscan.com/ME/text/LD99/id/1994449,http://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0085&item=2&snum=129
1148457,2009440,text,71600,application/pdf,Chaptered,https://legiscan.com/ME/text/LD99/id/2009440,http://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0085&item=3&snum=129
1149631,1847426,text,160009,application/pdf,Introduced,https://legiscan.com/ME/text/LD100/id/1847426,http://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0086&item=1&snum=129
1149631,1977775,text,69421,application/pdf,Chaptered,https://legiscan.com/ME/text/LD100/id/1977775,http://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0086&item=2&snum=129
1149814,1847539,text,173869,application/pdf,Introduced,https://legiscan.com/ME/text/LD101/id/1847539,http://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0087&item=1&snum=129
