bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1146255,831686,2019-03-28,House,"Acc Maj Ought Not To Pass Rep RC #26",116,21,0,12,149
1146788,836183,2019-04-04,Senate,"Accept Report RC #36",35,0,0,0,35
1147018,824108,2019-03-19,Senate,"Accept Maj Otp-a Rpt RC #25",20,13,0,2,35
1147018,828421,2019-03-26,House,"Acc Maj Otp As Amended Rep RC #19",86,55,0,9,150
1149997,882241,2019-06-14,Senate,"Accept Maj Otp-a Rpt RC #308",34,0,0,1,35
1150347,861165,2019-05-08,House,"Acc Maj Otp As Amended Rep RC #74",84,53,0,13,150
1152670,870589,2019-05-23,House,"Acc Maj Ought Not To Pass Rep RC #124",111,24,0,15,150
1153002,815580,2019-03-07,House,"Acc Maj Otp As Amended Rep RC #7",79,63,0,7,149
1153002,819446,2019-03-12,Senate,"Accept Maj Otp-a Rpt RC #22",14,19,0,2,35
1153024,836206,2019-04-04,House,"Enactment - Emer RC #36",139,0,0,11,150
1153106,874200,2019-05-29,Senate,"Enactment RC #154",33,0,0,2,35
1153252,842045,2019-04-11,House,"Acc Maj Otp As Amended Rep RC #38",87,58,0,5,150
1153357,877869,2019-06-05,House,"Final Passage - Public Land RC #183",96,47,0,7,150
1153357,880631,2019-06-12,Senate,"Passage RC #269",27,8,0,0,35
1153357,880903,2019-06-12,House,"Recede And Concur - Public Land RC #240",98,43,0,10,151
1153357,882752,2019-06-17,House,"Recede And Concur - Public Land RC #284",101,41,0,9,151
1153357,883393,2019-06-18,House,"Final Passage - Public Land RC #286",101,44,0,6,151
1154037,879247,2019-06-07,Senate,"Accept Report RC #220",30,1,0,4,35
1154295,883852,2019-06-18,House,"Enactment RC #301",117,23,0,11,151
1154295,884130,2019-06-19,Senate,"Enactment RC #342",22,12,0,1,35
1154857,821458,2019-03-14,House,"Acc Ought To Pass Rep RC #12",94,37,0,19,150
1154997,828864,2019-03-26,House,"Acc Maj Ought Not To Pass Rep RC #24",79,61,0,10,150
1154997,830740,2019-03-28,Senate,"Accept Min Otp-a Rpt RC #30",18,16,0,1,35
1154997,836172,2019-04-04,House,"Recede And Concur RC #33",75,63,0,11,149
1154997,836173,2019-04-04,House,"Recede And Concur RC #33",75,63,0,11,149
1155018,879210,2019-06-06,House,"Acc Maj Ought Not To Pass Rep RC #200",52,77,0,21,150
1155018,880695,2019-06-12,Senate,"Recede And Concur RC #268",17,18,0,0,35
1155067,870336,2019-05-23,Senate,"Accept Maj Ontp Rpt RC #115",21,10,0,4,35
1155089,868534,2019-05-21,House,"Acc Maj Otp As Amended Rep RC #113",89,49,0,12,150
1155089,873571,2019-05-28,House,"Enactment - Emer RC #137",98,44,0,8,150
1155182,879757,2019-06-10,House,"Acc Maj Ought Not To Pass Rep RC #220",80,52,0,18,150
1155182,880687,2019-06-12,House,"Recede And Concur RC #232",60,85,0,6,151
1155253,948526,2020-03-10,House,"Enactment - Emer RC #364",137,0,0,13,150
1155343,824288,2019-03-19,House,"Acc Maj Ought To Pass Rep RC #16",88,51,0,11,150
1155343,847366,2019-04-18,Senate,"Enactment RC #48",19,14,0,2,35
1155365,948077,2020-03-10,House,"Enactment - Emer RC #365",125,13,0,12,150
1159641,830951,2019-03-28,House,"Acc Maj Otp As Amended Rep RC #25",83,56,0,10,149
1159699,879910,2019-06-11,Senate,"Accept Maj Otp-a Rpt RC #261",24,11,0,0,35
1159699,881175,2019-06-13,House,"Final Passage - Con Res RC #250",81,63,0,7,151
1159699,883360,2019-06-18,Senate,"Final Passage-conres 2/3 Vote RC #323",24,10,0,1,35
1159699,883827,2019-06-18,House,"Recede And Concur - Emer RC #295",77,64,0,10,151
1159989,819612,2019-03-12,Senate,"Accept Maj Otp-a Rpt RC #23",33,0,0,2,35
1159989,824283,2019-03-19,House,"Acc Maj Otp As Amended Rep RC #13",136,0,0,14,150
1160579,830885,2019-03-28,Senate,"Accept Maj Ontp Rpt RC #33",20,14,0,1,35
1160579,834455,2019-04-02,House,"Acc Maj Ought Not To Pass Rep RC #29",84,58,0,7,149
1161273,828434,2019-03-26,House,"Acc Maj Ought To Pass Rep RC #20",97,45,0,8,150
1161284,885132,2019-06-19,Senate,"Enactment RC #359",21,14,0,0,35
1161286,880181,2019-06-11,House,"Acc Maj Otp As Amended Rep RC #227",71,69,0,10,150
1161286,880968,2019-06-12,Senate,"Accept Maj Otp-a Rpt RC #281",19,16,0,0,35
1161286,881169,2019-06-13,House,"Appeal Ruling Of The Chair RC #254",89,55,0,7,151
1161286,881170,2019-06-13,House,"Enactment RC #255",79,68,0,4,151
1161286,882411,2019-06-17,Senate,"Enactment RC #314",20,14,0,1,35
1161286,884659,2019-06-19,House,"Reconsideration - Veto RC #316",76,68,0,7,151
1161297,833535,2019-04-02,House,"Acc Maj Ought Not To Pass Rep RC #30",82,59,0,8,149
1161303,844790,2019-04-16,House,"Acc Maj Otp As Amended Rep RC #47",97,42,0,11,150
1161318,854915,2019-04-30,House,"Acc Maj Otp As Amended Rep RC #59",78,51,0,21,150
1161318,857226,2019-05-02,Senate,"Accept Maj Otp-a Rpt RC #74",21,14,0,0,35
1161320,870609,2019-05-23,House,"Table Until Later RC #125",22,113,0,15,150
1161320,870610,2019-05-23,House,"Acc Maj Ought Not To Pass Rep RC #126",89,45,0,16,150
1161320,873542,2019-05-28,Senate,"Accept Maj Ontp Rpt RC #139",18,16,0,1,35
1161410,835093,2019-04-04,House,"Acc Maj Otp As Amended Rep RC #34",81,56,0,12,149
1161600,870312,2019-05-23,Senate,"Accept Maj Ontp Rpt RC #124",22,13,0,0,35
1161604,813778,2019-03-05,Senate,"Accept Maj Ontp Rpt RC #20",15,17,0,3,35
1161604,821832,2019-03-14,House,"Acc Maj Ought Not To Pass Rep RC #10",85,53,0,12,150
1161710,870347,2019-05-23,Senate,"Accept Maj Otp-a Rpt RC #125",34,1,0,0,35
1161753,917422,2020-02-06,Senate,"Veto Override (2/3) RC #393",19,11,0,5,35
1161804,833389,2019-04-02,Senate,"Accept Maj Otp-a Rpt RC #34",22,11,0,2,35
1161804,833390,2019-04-02,House,"Acc Maj Otp As Amended Rep RC #28",86,54,0,9,149
1161822,861760,2019-05-09,Senate,"Accept Maj Ontp Rpt RC #87",20,13,0,2,35
1161822,863568,2019-05-14,House,"Acc Maj Ought Not To Pass Rep RC #91",86,54,0,10,150
1161893,824633,2019-03-19,House,"Acc Maj Ought To Pass Rep RC #17",84,55,0,11,150
1161947,861712,2019-05-09,House,"Acc Maj Otp As Amended Rep RC #84",74,66,0,10,150
1161947,870323,2019-05-23,House,"Recede And Concur RC #115",72,60,0,18,150
1161997,873551,2019-05-28,House,"Acc Maj Otp As Amended Rep RC #131",81,59,0,10,150
1161997,874147,2019-05-29,Senate,"Accept Maj Otp-a Rpt RC #145",20,15,0,0,35
1162011,882278,2019-06-10,Senate,"Recede And Concur RC #239",35,0,0,0,35
1162139,835643,2019-04-04,House,"Acc Maj Otp As Amended Rep RC #37",86,51,0,12,149
1162139,851899,2019-04-25,Senate,"Enactment RC #57",23,10,0,2,35
1162183,824080,2019-03-19,House,"Acc Maj Ought Not To Pass Rep RC #18",82,57,0,11,150
1162337,879379,2019-06-07,House,"Acc Maj Otp As Amended Rep RC #210",112,24,0,14,150
1162370,874020,2019-05-29,Senate,"Accept Maj Otp-a Rpt RC #149",21,14,0,0,35
1162370,882381,2019-06-17,House,"Reconsideration - Veto RC #272",71,75,0,5,151
1166721,881929,2019-06-14,House,"Enactment RC #270",88,54,0,9,151
1166738,877074,2019-06-03,House,"Acc Maj Otp As Amended Rep RC #163",101,37,0,12,150
1167040,880887,2019-06-12,Senate,"Accept Maj Ontp Rpt RC #276",13,22,0,0,35
1167040,882249,2019-06-14,Senate,"Insist RC #307",31,3,0,1,35
1167040,883337,2019-06-18,House,"Recede And Concur RC #290",42,94,0,15,151
1167056,845075,2019-04-16,House,"Acc Maj Ought Not To Pass Rep RC #46",83,53,0,14,150
1167056,847156,2019-04-18,Senate,"Accept Maj Ontp Rpt RC #47",20,13,0,2,35
1167071,878785,2019-06-06,House,"Enactment - Emer RC #194",86,53,0,11,150
1167236,868239,2019-05-21,House,"Acc Maj Ought Not To Pass Rep RC #108",82,60,0,8,150
1167236,870372,2019-05-23,Senate,"Accept Maj Ontp Rpt RC #116",18,13,0,4,35
1167336,867902,2019-05-21,House,"Acc Maj Ought Not To Pass Rep RC #112",103,39,0,8,150
1167336,875627,2019-05-23,Senate,"Accept Maj Ontp Rpt RC #124",22,13,0,0,35
1168447,861160,2019-05-08,House,"Acc Report 'a' Otp As Amend RC #75",94,45,0,11,150
1168606,878880,2019-06-06,House,"Acc Maj Ought Not To Pass Rep RC #204",67,64,0,19,150
1168606,880090,2019-06-11,Senate,"Accept Maj Ontp Rpt RC #267",23,12,0,0,35
1171910,876828,2019-06-03,House,"Acc Maj Ought Not To Pass Rep RC #167",44,96,0,10,150
1171927,821963,2019-03-14,House,"Acc Maj Otp As Amended Rep RC #11",85,49,0,16,150
1171927,824932,2019-03-19,Senate,"Accept Maj Otp-a Rpt RC #24",21,12,0,2,35
1171993,882396,2019-06-17,House,"Acc Maj Otp As Amended Rep RC #278",70,75,0,6,151
1171993,884449,2019-06-19,Senate,"Accept Maj Otp-a Rpt RC #346",12,19,0,4,35
1171993,884856,2019-06-19,House,"Recede And Concur RC #324",85,50,0,16,151
1171993,884857,2019-06-19,Senate,"Commit RC #357",21,14,0,0,35
1172071,824098,2019-03-19,House,"Acc Maj Otp As Amended Rep RC #15",86,54,0,10,150
1172071,826280,2019-03-21,Senate,"Accept Maj Otp-a Rpt RC #28",21,11,0,3,35
1172105,863328,2019-05-14,House,"Acc Maj Otp As Amended Rep RC #92",87,54,0,9,150
1172105,870377,2019-05-23,Senate,"Accept Maj Otp-a Rpt RC #132",26,9,0,0,35
1172216,878999,2019-06-06,House,"Acc Maj Ought Not To Pass Rep RC #203",53,76,0,21,150
1172216,879634,2019-06-10,Senate,"Accept Min Otp-a Rpt RC #233",19,14,0,2,35
1172439,842715,2019-04-11,House,"Acc Maj Ought Not To Pass Rep RC #39",91,54,0,5,150
1172548,870519,2019-05-23,House,"Acc Maj Otp As Amended Rep RC #122",95,41,0,14,150
1172580,857474,2019-05-02,House,"Acc Maj Otp As Amended Rep RC #65",74,69,0,7,150
1172580,861701,2019-05-09,Senate,"Accept Maj Otp-a Rpt RC #88",19,15,0,1,35
1172642,794631,2019-02-07,Senate,"Indefinitely Postpone RC #15",34,0,0,1,35
1173570,868588,2019-05-21,Senate,"Accept Maj Ontp Rpt RC #102",22,13,0,0,35
1173570,870300,2019-05-23,House,"Acc Maj Ought Not To Pass Rep RC #121",123,13,0,14,150
1173708,879115,2019-06-06,Senate,"Accept Maj Otp-a Rpt RC #215",19,13,0,3,35
1173708,885437,2019-06-19,Senate,"Adopt Cas-215 Amend By Sas-363 RC #351",21,13,0,1,35
1173708,885438,2019-06-19,Senate,"Enactment RC #360",21,14,0,0,35
1175424,857221,2019-05-02,Senate,"Accept Maj Ontp Rpt RC #75",21,14,0,0,35
1175431,872394,2019-05-23,Senate,"Confirmation Be Overridden RC #113",0,34,0,1,35
1176091,816315,2019-03-07,House,"Enactment - Emer RC #8",92,46,0,11,149
1179441,870951,2019-05-23,Senate,"Accept Maj Otp-a Rpt RC #127",21,14,0,0,35
1179613,874538,2019-05-29,Senate,"Accept Maj Otp-a Rpt RC #151",23,12,0,0,35
1179613,874804,2019-05-30,House,"Acc Maj Otp As Amended Rep RC #153",85,57,0,8,150
1180980,855543,2019-04-30,House,"Acc Maj Ought Not To Pass Rep RC #60",81,50,0,19,150
1180980,857123,2019-05-02,Senate,"Accept Maj Ontp Rpt RC #76",21,14,0,0,35
1181112,883398,2019-06-18,Senate,"Enact-emer 2/3 Elect RC #325",34,0,0,1,35
1181189,863997,2019-05-14,House,"Acc Report 'a' Otp As Amend RC #98",87,53,0,10,150
1181189,868717,2019-05-21,Senate,"Accept Rpt 'a' Otp-a RC #109",19,15,0,1,35
1181203,860489,2019-05-07,House,"Acc Maj Otp As Amended Rep RC #66",87,53,0,10,150
1181255,867946,2019-05-21,Senate,"Accept Min Ontp Rpt RC #104",16,18,0,1,35
1181255,870384,2019-05-23,Senate,"Accept RC #133",19,16,0,0,35
1181255,883801,2019-06-18,Senate,"Enactment RC #324",23,11,0,1,35
1181255,903787,2020-01-21,House,"Reconsideration - Veto RC #341",83,57,0,9,149
1181280,851997,2019-04-25,Senate,"Accept Maj Otp-a Rpt RC #56",26,7,0,2,35
1181337,881086,2019-06-12,Senate,"Accept Maj Otp Rpt RC #277",33,2,0,0,35
1181351,883893,2019-06-18,Senate,"Accept Rpt 'a' Otp-a RC #330",19,15,0,1,35
1181351,916276,2020-02-06,Senate,"Veto Override (2/3) RC #392",20,10,0,5,35
1181351,919821,2020-02-11,House,"Reconsideration - Veto RC #344",85,57,0,7,149
1181391,830835,2019-03-28,Senate,"Accept Maj Otp-a Rpt RC #31",20,14,0,1,35
1181506,879266,2019-06-07,House,"Acc Maj Ought Not To Pass Rep RC #211",78,57,0,15,150
1181573,829017,2019-03-26,House,"Acc Maj Otp As Amended Rep RC #21",95,46,0,9,150
1185245,857595,2019-05-02,Senate,"Accept Maj Otp-a Rpt RC #73",21,14,0,0,35
1185273,829083,2019-03-26,House,"Acc Maj Otp As Amended Rep RC #22",94,48,0,8,150
1185315,849399,2019-04-23,Senate,"Accept Maj Otp-a Rpt RC #53",14,19,0,2,35
1185351,861864,2019-05-09,House,"Enactment RC #86",100,36,0,14,150
1185418,828766,2019-03-26,House,"Acc Maj Otp As Amended Rep RC #23",88,53,0,9,150
1185418,831100,2019-03-28,Senate,"Accept Maj Otp-a Rpt RC #32",20,14,0,1,35
1185475,842033,2019-04-11,House,"Acc Maj Ought Not To Pass Rep RC #40",84,57,0,9,150
1185630,868315,2019-05-21,House,"Acc Maj Otp As Amended Rep RC #110",85,58,0,7,150
1185630,870422,2019-05-23,Senate,"Accept Maj Otp-a Rpt RC #118",24,10,0,1,35
1185989,831598,2019-03-28,House,"Acc Maj Otp As Amended Rep RC #27",85,55,0,9,149
1185989,868044,2019-05-21,Senate,"Accept Maj Otp-a Rpt RC #103",20,15,0,0,35
1186103,877089,2019-06-04,Senate,"Accept Maj Otp-a Rpt RC #180",21,14,0,0,35
1186183,845054,2019-04-16,Senate,"Accept Maj Otp-a Rpt RC #42",21,14,0,0,35
1190549,884186,2019-06-19,Senate,"Accept Maj Otp-a Rpt RC #336",35,0,0,0,35
1190616,881010,2019-06-12,Senate,"Accept Maj Otp-a Rpt RC #285",22,13,0,0,35
1190731,861926,2019-05-09,House,"Acc Min Otp As Amended Rep RC #83",73,67,0,10,150
1190731,863316,2019-05-14,Senate,"Accept Maj Ontp Rpt RC #90",18,16,0,1,35
1190731,868017,2019-05-21,Senate,"Recede And Concur RC #97",20,14,0,1,35
1190783,876609,2019-06-03,House,"Acc Maj Otp As Amended Rep RC #164",87,51,0,12,150
1190783,877336,2019-06-04,Senate,"Accept Maj Otp-a Rpt RC #181",20,14,0,1,35
1190890,847126,2019-04-18,House,"Acc Maj Ought Not To Pass Rep RC #50",80,59,0,11,150
1190890,849226,2019-04-23,Senate,"Accept Maj Ontp Rpt RC #51",19,13,0,3,35
1190999,861860,2019-05-09,Senate,"Accept Maj Otp-a Rpt RC #89",30,4,0,1,35
1190999,870276,2019-05-23,House,"Acc Maj Otp As Amended Rep RC #117",74,64,0,12,150
1190999,870277,2019-05-23,House,"Adopt Hah-345 To Cas-82 RC #118",87,50,0,13,150
1190999,876678,2019-06-03,House,"Table Until Later RC #171",84,54,0,12,150
1190999,876679,2019-06-03,House,"Reconsider RC #172",52,89,0,9,150
1190999,877231,2019-06-04,House,"Final Passage - Emer RC #177",77,66,0,7,150
1190999,878603,2019-06-06,House,"Recede And Concur - Emer RC #184",74,65,0,11,150
1192349,842913,2019-04-11,House,"Table Until Later RC #44",30,111,0,9,150
1192349,842914,2019-04-11,House,"Acc Maj Otp As Amended Rep RC #45",85,56,0,9,150
1195224,884324,2019-06-18,Senate,"Accept Maj Otp-a Rpt RC #326",20,14,0,1,35
1195461,870526,2019-05-23,Senate,"Accept Maj Otp-a Rpt RC #121",35,0,0,0,35
1195461,877942,2019-06-05,Senate,"Adopt Sas-208 To Cah-280 RC #199",35,0,0,0,35
1195461,877943,2019-06-05,Senate,"Pass To Be Engrossed As Amend RC #200",29,6,0,0,35
1195545,884976,2019-06-19,Senate,"Accept Rpt 'a' Otp-a RC #353",26,9,0,0,35
1195835,879761,2019-06-10,House,"Reconsider RC #217",86,56,0,8,150
1195835,879762,2019-06-10,House,"Acc Maj Ought Not To Pass Rep RC #218",89,54,0,7,150
1195867,852143,2019-04-25,House,"Acc Maj Ought Not To Pass Rep RC #56",82,53,0,15,150
1195968,841996,2019-04-11,House,"Acc Maj Ought Not To Pass Rep RC #41",90,49,0,11,150
1196086,868947,2019-05-21,House,"Acc Maj Otp As Amended Rep RC #109",88,55,0,7,150
1196086,870287,2019-05-23,Senate,"Accept Maj Otp-a Rpt RC #117",18,13,0,4,35
1197504,873532,2019-05-28,House,"Acc Maj Otp As Amended Rep RC #139",93,47,0,10,150
1197504,878780,2019-06-06,Senate,"Table Until Later RC #218",12,20,0,3,35
1197504,881174,2019-06-13,Senate,"Enactment RC #298",8,27,0,0,35
1197544,855102,2019-04-30,House,"Acc Maj Otp As Amended Rep RC #61",78,52,0,20,150
1197544,857540,2019-05-02,Senate,"Accept Maj Otp-a Rpt RC #77",21,14,0,0,35
1197544,859786,2019-05-07,House,"Enactment RC #71",88,54,0,8,150
1197575,859651,2019-05-07,House,"Acc Maj Ought Not To Pass Rep RC #67",86,53,0,11,150
1197575,860985,2019-05-08,Senate,"Accept Maj Ontp Rpt RC #83",19,12,0,4,35
1197638,844746,2019-04-16,Senate,"Accept Maj Otp Rpt RC #41",21,14,0,0,35
1197646,865006,2019-05-16,House,"Acc Maj Otp As Amended Rep RC #101",85,50,0,15,150
1197646,876380,2019-05-30,House,"Recede And Concur RC #152",86,55,0,9,150
1197682,835030,2019-04-04,House,"Acc Maj Otp As Amended Rep RC #35",89,49,0,11,149
1197714,952682,2020-03-17,House,"Table Until Later RC #373",50,87,0,13,150
1197804,884220,2019-06-19,Senate,"Accept Maj Otp-a Rpt RC #333",21,14,0,0,35
1197804,884221,2019-06-19,Senate,"Adopt Sas-321 To Cas-320 RC #334",29,6,0,0,35
1197804,884222,2019-06-19,House,"Acc Maj Otp As Amended Rep RC #305",91,56,0,4,151
1197813,881013,2019-06-12,Senate,"Accept Maj Otp-a Rpt RC #290",21,14,0,0,35
1197825,885308,2019-06-19,House,"Enactment RC #317",133,10,0,8,151
1197897,879607,2019-06-10,Senate,"Accept Maj Otp-a Rpt RC #240",21,14,0,0,35
1198498,877708,2019-06-04,House,"Acc Maj Otp As Amended Rep RC #176",93,47,0,10,150
1198498,877892,2019-06-05,Senate,"Accept Maj Otp-a Rpt RC #193",21,14,0,0,35
1198498,948413,2020-03-10,House,"Passage To Be Engrossed RC #361",93,49,0,8,150
1198498,952744,2020-03-17,House,"Table Until Later RC #371",72,65,0,13,150
1199765,849189,2019-04-23,House,"Acc Maj Otp As Amended Rep RC #52",78,59,0,13,150
1199765,849190,2019-04-23,House,"Adopt Hah-141 To Cah-120 RC #53",64,72,0,14,150
1199765,857332,2019-05-02,Senate,"Accept Maj Otp-a Rpt RC #79",20,15,0,0,35
1199765,857333,2019-05-02,Senate,"Indef Postpone Sas66 RC #80",17,18,0,0,35
1199765,859884,2019-05-07,House,"Recede And Concur RC #72",65,76,0,9,150
1199765,863396,2019-05-14,Senate,"Recede And Concur RC #96",18,17,0,0,35
1199765,867963,2019-05-21,House,"Enactment RC #105",79,62,0,9,150
1199765,867964,2019-05-21,House,"Reconsider RC #106",61,81,0,8,150
1199765,870645,2019-05-23,Senate,"Reconsider RC #131",17,18,0,0,35
1199765,871932,2019-05-23,Senate,"Enactment RC #130",19,16,0,0,35
1199825,880960,2019-06-12,Senate,"Accept Maj Otp-a Rpt RC #289",21,14,0,0,35
1199943,881075,2019-06-12,Senate,"Accept Maj Otp-a Rpt RC #286",21,14,0,0,35
1199943,881549,2019-06-13,House,"Enactment RC #256",95,46,0,10,151
1200171,884685,2019-06-19,House,"Reconsideration - Veto RC #312",144,0,0,7,151
1200171,884686,2019-06-19,Senate,"Reconsideration - Veto RC #350",20,14,0,1,35
1200256,859771,2019-05-07,House,"Indef Postpone Bill & Papers RC #69",63,77,0,10,150
1200256,859772,2019-05-07,House,"Acc Maj Otp As Amended Rep RC #70",79,63,0,8,150
1200256,863374,2019-05-14,Senate,"Accept Maj Otp-a Rpt RC #95",19,16,0,0,35
1200256,865445,2019-05-16,House,"Enactment RC #104",77,59,0,14,150
1200256,881017,2019-06-12,House,"Recede And Concur RC #241",82,59,0,10,151
1200256,881018,2019-06-12,House,"Enactment RC #246",82,59,0,10,151
1200256,881019,2019-06-12,Senate,"Enactment RC #293",19,16,0,0,35
1200256,881020,2019-06-12,Senate,"Enactment RC #294",19,16,0,0,35
1200271,842086,2019-04-11,House,"Acc Maj Otp As Amended Rep RC #43",84,54,0,12,150
1200271,844875,2019-04-16,Senate,"Accept Maj Otp-a Rpt RC #43",21,14,0,0,35
1200320,873553,2019-05-28,House,"Acc Maj Ought To Pass Rep RC #132",94,45,0,11,150
1200320,874144,2019-05-29,Senate,"Accept Min Ontp Rpt RC #146",14,21,0,0,35
1200388,874057,2019-05-29,House,"Acc Maj Otp As Amended Rep RC #150",81,60,0,9,150
1200388,874786,2019-05-30,Senate,"Accept Maj Otp-a Rpt RC #164",20,14,0,1,35
1200388,882382,2019-06-17,House,"Reconsideration - Veto RC #273",61,85,0,5,151
1200400,863490,2019-05-14,Senate,"Accept Min Otp-a Rpt RC #94",19,16,0,0,35
1200400,874892,2019-05-30,House,"Acc Min Otp As Amended Rep RC #160",66,76,0,8,150
1200400,874893,2019-05-30,House,"Reconsider RC #161",48,84,0,18,150
1200400,879642,2019-06-10,Senate,"Recede And Concur RC #245",14,21,0,0,35
1200400,880636,2019-06-12,House,"Insist RC #229",70,76,0,5,151
1200400,880637,2019-06-12,House,"Recede And Concur RC #230",77,69,0,5,151
1200400,881103,2019-06-12,House,"Recede And Concur RC #228",73,73,0,5,151
1200400,882394,2019-06-17,House,"Enactment RC #277",68,79,0,4,151
1200400,884117,2019-06-19,Senate,"Enactment RC #343",18,16,0,1,35
1200400,884515,2019-06-19,House,"Recede And Concur RC #310",69,74,0,8,151
1200417,879408,2019-06-07,House,"Acc Min Ought To Pass Rep RC #213",77,57,0,16,150
1200417,881913,2019-06-14,Senate,"Insist RC #302",28,6,0,1,35
1200496,844919,2019-04-16,Senate,"Accept Maj Ontp Rpt RC #44",21,14,0,0,35
1200496,847415,2019-04-18,House,"Acc Maj Ought Not To Pass Rep RC #48",83,56,0,11,150
1200506,933257,2020-02-25,House,"Acc Maj Otp As Amended Rep RC #347",83,56,0,10,149
1200506,943561,2020-03-05,Senate,"Accept Maj Otp-a Rpt RC #412",22,8,0,5,35
1200513,879663,2019-06-10,Senate,"Accept Maj Otp-a Rpt RC #241",23,12,0,0,35
1200535,842027,2019-04-11,House,"Acc Maj Ought Not To Pass Rep RC #42",83,58,0,9,150
1200610,861874,2019-05-09,House,"Reconsideration - Veto RC #89",89,50,0,11,150
1200633,883766,2019-06-18,House,"Enactment - Mandate RC #294",83,50,0,18,151
1200633,883767,2019-06-18,Senate,"Accept Report RC #322",21,14,0,0,35
1200633,885037,2019-06-19,Senate,"Adopt Sas-372 To Cah-619 RC #352",22,12,0,1,35
1204105,878771,2019-06-06,Senate,"Accept Maj Otp-a Rpt RC #213",19,13,0,3,35
1204696,860479,2019-05-07,House,"Acc Maj Otp As Amended Rep RC #73",86,56,0,8,150
1204696,861773,2019-05-09,House,"Enactment RC #87",84,54,0,12,150
1209548,855121,2019-04-30,House,"Acc Maj Otp As Amended Rep RC #57",84,53,0,13,150
1209548,857537,2019-05-02,Senate,"Accept Maj Otp-a Rpt RC #71",14,21,0,0,35
1209548,861707,2019-05-09,House,"Adopt Hah-225 RC #88",86,53,0,11,150
1209548,881959,2019-06-14,House,"Enactment RC #268",90,51,0,10,151
1209548,881960,2019-06-14,Senate,"Recede And Concur RC #300",20,14,0,1,35
1209548,882378,2019-06-17,Senate,"Enactment RC #313",19,15,0,1,35
1209551,862070,2019-05-09,House,"Acc Report 'b' Ontp RC #90",73,64,0,13,150
1209551,863376,2019-05-14,Senate,"Accept Rpt 'b' Ontp RC #92",21,14,0,0,35
1209557,879461,2019-06-07,Senate,"Accept Maj Otp-a Rpt RC #223",18,14,0,3,35
1210688,855328,2019-04-30,House,"Acc Maj Otp As Amended Rep RC #58",87,49,0,14,150
1210688,857212,2019-05-02,Senate,"Accept Maj Otp-a Rpt RC #72",12,23,0,0,35
1210688,861329,2019-05-08,House,"Insist RC #82",83,52,0,15,150
