roll_call_id,people_id,vote,vote_desc
811055,8743,1,Yea
811055,8757,4,Absent
811055,8815,1,Yea
811055,8836,1,Yea
811055,8893,4,Absent
811055,8896,1,Yea
811055,10321,1,Yea
811055,10326,1,Yea
811055,10331,1,Yea
811055,10333,1,Yea
811055,10341,1,Yea
811055,10343,1,Yea
811055,10351,1,Yea
811055,10372,1,Yea
811055,14729,1,Yea
811055,14742,1,Yea
811055,14747,1,Yea
811055,15044,1,Yea
811055,15270,4,Absent
811055,16089,1,Yea
811055,16639,4,Absent
811055,16689,1,Yea
811055,16780,1,Yea
811055,16781,1,Yea
811055,16787,1,Yea
811055,16852,1,Yea
811055,17934,1,Yea
811055,18175,1,Yea
811055,18178,1,Yea
811055,18179,1,Yea
811055,18191,1,Yea
811055,18192,1,Yea
811055,18202,1,Yea
811055,21166,1,Yea
811055,21167,1,Yea
815530,8744,1,Yea
815530,8747,1,Yea
815530,8780,1,Yea
815530,8785,1,Yea
815530,8786,1,Yea
815530,8793,1,Yea
815530,8800,4,Absent
815530,8813,1,Yea
815530,8869,1,Yea
815530,8877,1,Yea
815530,8879,1,Yea
815530,10346,1,Yea
815530,10363,1,Yea
815530,14714,1,Yea
815530,14716,1,Yea
815530,14717,1,Yea
815530,14718,1,Yea
815530,14720,1,Yea
815530,14722,1,Yea
815530,14726,1,Yea
815530,14732,1,Yea
815530,15045,1,Yea
815530,15047,1,Yea
815530,15275,2,Nay
815530,15278,1,Yea
815530,15391,1,Yea
815530,15392,1,Yea
815530,15402,1,Yea
815530,15403,1,Yea
815530,15406,1,Yea
815530,15702,1,Yea
815530,15703,1,Yea
815530,15729,1,Yea
815530,15747,1,Yea
815530,15748,1,Yea
815530,15775,1,Yea
815530,15889,4,Absent
815530,16631,1,Yea
815530,16634,1,Yea
815530,16635,1,Yea
815530,16688,1,Yea
815530,16697,1,Yea
815530,16784,1,Yea
815530,16785,1,Yea
815530,16786,1,Yea
815530,16853,1,Yea
815530,16877,1,Yea
815530,17106,1,Yea
815530,17107,1,Yea
815530,17108,1,Yea
815530,17215,1,Yea
815530,17216,1,Yea
815530,17217,1,Yea
815530,17270,1,Yea
815530,17272,1,Yea
815530,17273,1,Yea
815530,17275,1,Yea
815530,17330,1,Yea
815530,17332,1,Yea
815530,17335,1,Yea
815530,17336,1,Yea
815530,17337,1,Yea
815530,17340,1,Yea
815530,17341,1,Yea
815530,17441,1,Yea
815530,17452,1,Yea
815530,17533,1,Yea
815530,17564,1,Yea
815530,17585,1,Yea
815530,17667,1,Yea
815530,17788,1,Yea
815530,17789,1,Yea
815530,18172,1,Yea
815530,18173,1,Yea
815530,18174,1,Yea
815530,18176,1,Yea
815530,18177,1,Yea
815530,18181,1,Yea
815530,18183,1,Yea
815530,18184,1,Yea
815530,18186,1,Yea
815530,18187,1,Yea
815530,18188,4,Absent
815530,18189,1,Yea
815530,18190,2,Nay
815530,18193,1,Yea
815530,18196,1,Yea
815530,18197,1,Yea
815530,18199,1,Yea
815530,18200,1,Yea
815530,18201,1,Yea
815530,18203,1,Yea
815530,18206,1,Yea
815530,18207,1,Yea
815530,18209,1,Yea
815530,18210,1,Yea
815530,18211,1,Yea
815530,18212,1,Yea
815530,21188,1,Yea
815530,21189,1,Yea
815530,21190,1,Yea
815530,21191,1,Yea
815530,21192,1,Yea
815530,21193,1,Yea
815530,21194,1,Yea
815530,21195,1,Yea
815530,21196,4,Absent
815530,21197,1,Yea
815530,21198,4,Absent
815530,21199,1,Yea
815530,21200,2,Nay
815530,21201,1,Yea
815530,21202,1,Yea
815530,21203,1,Yea
815530,21204,1,Yea
815530,21205,1,Yea
815530,21206,1,Yea
815530,21207,1,Yea
815530,21208,1,Yea
815530,21209,1,Yea
815530,21210,1,Yea
815530,21211,1,Yea
815530,21212,1,Yea
815530,21213,1,Yea
815530,21214,1,Yea
815530,21215,1,Yea
815530,21216,1,Yea
815530,21217,1,Yea
815530,21218,1,Yea
815530,21219,1,Yea
815530,21220,1,Yea
815530,21221,1,Yea
815530,21222,1,Yea
815530,21223,1,Yea
815530,21224,1,Yea
815530,21225,1,Yea
815530,21226,1,Yea
815530,21227,1,Yea
815530,21228,1,Yea
815530,21229,1,Yea
815530,21230,1,Yea
815530,21231,1,Yea
815530,21232,1,Yea
815530,21233,4,Absent
815530,21234,1,Yea
815530,21235,1,Yea
815530,21236,1,Yea
815530,21237,1,Yea
815530,21273,1,Yea
808455,8744,1,Yea
808455,8747,1,Yea
808455,8780,2,Nay
808455,8785,1,Yea
808455,8786,1,Yea
808455,8793,1,Yea
808455,8800,2,Nay
808455,8813,2,Nay
808455,8869,2,Nay
808455,8877,1,Yea
808455,8879,1,Yea
808455,10346,2,Nay
808455,10363,2,Nay
808455,14714,1,Yea
808455,14716,1,Yea
808455,14717,1,Yea
808455,14718,1,Yea
808455,14720,1,Yea
808455,14722,1,Yea
808455,14726,1,Yea
808455,14732,1,Yea
808455,15045,1,Yea
808455,15047,1,Yea
808455,15275,2,Nay
808455,15278,1,Yea
808455,15391,1,Yea
808455,15392,1,Yea
808455,15402,1,Yea
808455,15403,1,Yea
808455,15406,2,Nay
808455,15702,1,Yea
808455,15703,1,Yea
808455,15729,1,Yea
808455,15747,1,Yea
808455,15748,1,Yea
808455,15775,2,Nay
808455,15889,4,Absent
808455,16631,1,Yea
808455,16634,1,Yea
808455,16635,1,Yea
808455,16688,1,Yea
808455,16697,4,Absent
808455,16784,1,Yea
808455,16785,2,Nay
808455,16786,1,Yea
808455,16853,2,Nay
808455,16877,1,Yea
808455,17106,1,Yea
808455,17107,1,Yea
