bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
469502,307193,2013-04-25,House,"Acc Maj Otp As Amended Rep RC #49",92,51,0,8,151
474336,306103,2013-05-08,House,"Acc Min Ought Not To Pass Rep RC #80",47,95,0,9,151
474336,306104,2013-05-08,House,"Acc Maj Ought To Pass Rep RC #81",109,32,0,10,151
474336,306105,2013-05-15,Senate,"Accept Min Ontp Rpt RC #76",21,14,0,0,35
474336,306106,2013-06-03,Senate,"Enactment RC #140",34,0,0,1,35
474445,322526,2014-02-18,House,"Acc Maj Ought Not To Pass Rep RC #496",96,45,0,10,151
476438,306853,2013-04-30,House,"Acc Maj Ought Not To Pass Rep RC #62",113,30,0,8,151
476438,306854,2013-05-01,Senate,"Accept Maj Ontp Rpt RC #62",15,19,0,1,35
477510,307105,2013-06-11,Senate,"Accept Maj Otp-a Rpt RC #227",19,15,0,1,35
477639,307131,2013-04-09,House,"Acc Maj Ought Not To Pass Rep RC #32",88,55,0,8,151
478531,316751,2014-02-06,Senate,"Accept Maj Otp-a Rpt RC #393",21,13,0,1,35
478531,326620,2014-02-18,House,"Acc Maj Otp As Amended Rep RC #495",84,56,0,11,151
478531,326621,2014-02-20,House,"Enactment RC #500",86,55,0,10,151
478531,332839,2014-02-27,Senate,"Enactment RC #432",20,15,0,0,35
478598,307226,2013-04-09,Senate,"Accept Maj Ontp Rpt RC #37",24,11,0,0,35
478727,307281,2013-06-07,Senate,"Accept Maj Ontp Rpt RC #204",20,15,0,0,35
479177,307115,2013-05-29,House,"Final Passage RC #149",95,46,0,10,151
479177,307116,2013-06-18,House,"Reconsideration - Veto RC #346",87,55,0,9,151
479189,306478,2013-04-25,House,"Acc Maj Ought Not To Pass Rep RC #51",79,69,0,3,151
479224,306346,2013-05-20,House,"Acc Maj Otp As Amended Rep RC #104",90,50,0,11,151
479224,306347,2013-05-21,Senate,"Accept Maj Otp-a Rpt RC #86",24,11,0,0,35
479224,313477,2014-01-30,House,"Acc Maj Otp As Amended Rep RC #468",92,56,0,3,151
479224,321173,2014-02-11,Senate,"Accept Maj Otp-a Rpt RC #395",21,14,0,0,35
479224,335881,2014-03-05,House,"Final Passage - Con Res RC #513",87,57,0,7,151
479236,306639,2013-05-15,House,"Acc Min Otp As Amended Rep RC #90",80,62,0,9,151
479236,306640,2013-05-28,House,"Insist RC #131",89,48,0,14,151
479236,306641,2013-05-23,Senate,"Accept Min Otp-a Rpt RC #108",2,33,0,0,35
479253,307275,2013-06-17,House,"Acc Maj Otp As Amended Rep RC #328",83,57,0,11,151
479253,307276,2013-07-09,House,"Reconsideration - Veto RC #426",85,55,0,11,151
479253,307277,2013-06-17,Senate,"Accept Maj Otp-a Rpt RC #294",22,13,0,0,35
479257,306937,2013-06-10,House,"Acc Maj Ought Not To Pass Rep RC #257",86,54,0,11,151
480079,307149,2013-03-27,House,"Acc Maj Otp As Amended Rep RC #9",84,57,0,10,151
480079,307150,2013-04-02,Senate,"Accept Maj Otp-a Rpt RC #23",21,14,0,0,35
480250,306081,2013-04-23,House,"Enactment RC #39",134,12,0,5,151
480836,307256,2013-05-20,House,"Enactment RC #101",137,0,0,14,151
480890,307257,2013-06-11,Senate,"Accept Maj Otp-a Rpt RC #244",29,5,0,1,35
480890,307258,2013-06-14,Senate,"Enactment RC #282",30,4,0,1,35
480890,307259,2013-06-13,House,"Acc Maj Otp As Amended Rep RC #305",107,37,0,7,151
480947,307255,2013-05-29,Senate,"Accept Maj Ontp Rpt RC #116",7,28,0,0,35
484204,319925,2014-02-11,House,"Enactment - Emer RC #480",144,0,0,7,151
484536,306143,2013-05-22,Senate,"Accept Rpt 'a' Otp-a RC #99",18,17,0,0,35
484536,306144,2013-06-27,Senate,"Pass To Be Engrossed As Amend RC #358",18,16,0,1,35
484536,306145,2013-05-28,House,"Acc Report 'a' Otp As Amended RC #135",96,42,0,13,151
484536,308334,2013-07-09,Senate,"Enact-mandate 2/3 Elect RC #377",17,16,0,2,35
484536,308335,2013-07-09,House,"Enactment - Mandate RC #421",93,49,0,9,151
484540,306027,2013-06-17,Senate,"Accept Maj Otp-a Rpt RC #302",14,21,0,0,35
484540,306028,2013-06-17,Senate,"Accept Min Otp-a Rpt RC #303",23,12,0,0,35
484540,306029,2013-06-17,Senate,"Adopt Sas-285 To Cbs-282 RC #304",19,16,0,0,35
484540,306030,2013-07-09,Senate,"Veto Override (2/3) RC #370",18,15,0,2,35
484540,306031,2013-06-18,House,"Acc Maj Otp As Amended Rep RC #355",56,83,0,12,151
484540,306032,2013-06-19,House,"Adpt Cb As Am By Sa285& Hbh563 RC #387",115,33,0,3,151
484540,306033,2013-06-19,House,"Passage To Be Engrossed RC #388",108,39,0,4,151
484555,308371,2013-04-02,Senate,"Final Passage-emer 2/3 Elect RC #25",34,0,0,1,35
484555,308372,2013-04-02,House,"Final Passage - Emer RC #19",147,0,0,4,151
484557,306171,2013-08-29,Senate,"Enact-bond Issue 2/3 Vote RC #385",33,0,0,1,34
484557,306172,2013-08-29,House,"Enactment - Bond Issue RC #457",122,7,0,22,151
484564,306186,2013-03-05,Senate,"Recede And Concur RC #7",21,14,0,0,35
484568,306150,2013-02-21,House,"Indef Pp Hah-2 To Cas-1 RC #4",121,22,0,8,151
484568,308344,2013-02-21,House,"Enactment - Emer RC #5",129,14,0,8,151
484973,307006,2013-03-27,House,"Acc Maj Ought Not To Pass Rep RC #10",142,3,0,6,151
485015,305989,2013-05-16,House,"Table Until Later RC #94",51,89,0,11,151
485015,305990,2013-05-16,House,"Acc Maj Ought Not To Pass Rep RC #95",101,40,0,10,151
485015,305991,2013-05-20,Senate,"Accept Maj Ontp Rpt RC #80",24,11,0,0,35
485017,305969,2013-08-29,House,"Enactment - Bond Issue RC #459",121,8,0,22,151
485017,305970,2013-08-29,Senate,"Enact-bond Issue 2/3 Vote RC #388",33,0,0,1,34
485019,347882,2014-03-26,House,"Table Until Later RC #578",58,77,0,16,151
485019,347883,2014-03-26,House,"Indef Pp Hbh-752 RC #579",76,59,0,16,151
485019,347884,2014-03-26,House,"Adopt C A As Am By Hah-739 RC #580",82,53,0,16,151
485019,348211,2014-03-27,House,"2nd Reading Pursuant To Jr 308 RC #584",82,55,0,14,151
485019,348212,2014-03-27,House,"Table Until Later RC #585",55,82,0,14,151
485019,348213,2014-03-27,House,"Indef Postpone Bill & Papers RC #586",55,80,0,16,151
485019,348214,2014-03-27,House,"Passage To Be Engrossed RC #587",82,54,0,15,151
485019,348553,2014-03-28,Senate,"Indef Post Sas-470 RC #514",19,14,0,2,35
485019,348554,2014-03-28,Senate,"Pass To Be Engrossed As Amend RC #515",20,13,0,2,35
485019,349436,2014-04-01,House,"Enactment RC #611",82,59,0,10,151
485019,356772,2014-04-16,Senate,"Adopt Sbs-547 RC #589",23,12,0,0,35
485019,357364,2014-04-17,House,"Enactment RC #723",88,55,0,8,151
485019,361293,2014-05-01,House,"Reconsideration - Veto RC #774",87,58,0,6,151
485048,307106,2013-06-12,Senate,"Enactment RC #257",35,0,0,0,35
485108,308515,2013-05-02,House,"Enactment - Emer RC #70",136,0,0,15,151
485125,306952,2013-04-24,House,"Acc Maj Otp As Amended Rep RC #46",90,57,0,4,151
485125,306953,2013-04-30,House,"Indef Postpone H A H-98 To C A RC #59",94,49,0,8,151
485125,306954,2013-05-15,House,"Enactment RC #91",88,56,0,7,151
485125,306955,2013-05-02,Senate,"Accept Maj Otp-a Rpt RC #65",19,14,0,2,35
485173,335761,2014-03-06,House,"Acc Maj Ought Not To Pass Rep RC #523",61,74,0,16,151
485173,345483,2014-03-19,Senate,"Indefinitely Postpone RC #465",24,10,0,1,35
485173,348309,2014-03-27,Senate,"Insist/ask Com Of Conf RC #501",9,26,0,0,35
485206,306249,2013-06-17,House,"Acc Maj Otp As Amended Rep RC #329",85,56,0,10,151
485206,306250,2013-07-09,House,"Reconsideration - Veto RC #427",89,53,0,9,151
485206,306251,2013-06-17,Senate,"Accept Maj Otp-a Rpt RC #295",20,15,0,0,35
485241,306026,2013-05-29,House,"Acc Maj Otp As Amended Rep RC #143",40,102,0,9,151
485256,306242,2013-06-13,House,"Adopt Hah-497 To Cah-476 RC #321",111,34,0,6,151
485292,306917,2013-05-01,House,"Acc Maj Ought Not To Pass Rep RC #66",105,40,0,6,151
485809,307321,2013-05-28,House,"Acc Maj Otp As Amended Rep RC #141",127,12,0,12,151
485809,307322,2013-05-31,House,"Enactment RC #170",134,4,0,13,151
485895,306108,2013-05-20,House,"Acc Min Ought To Pass Rep RC #98",43,93,0,15,151
488422,306229,2013-05-02,House,"Final Passage RC #73",137,0,0,14,151
488422,306230,2013-05-28,House,"Reconsideration - Veto RC #130",0,136,0,15,151
488436,306474,2013-04-10,House,"Acc Maj Ought Not To Pass Rep RC #36",98,49,0,4,151
488479,306170,2013-04-09,House,"Acc Maj Ought Not To Pass Rep RC #29",126,16,0,9,151
488608,306314,2013-05-09,House,"Acc Maj Otp As Amended Rep RC #83",140,0,0,11,151
488666,306065,2013-04-30,House,"Enactment RC #57",144,0,0,7,151
488781,306271,2013-04-04,House,"Acc Ought To Pass Rep RC #27",130,6,0,15,151
488920,306227,2013-06-05,House,"Final Passage RC #204",138,0,0,13,151
488975,306383,2013-05-29,Senate,"Accept Maj Ontp Rpt RC #117",14,21,0,0,35
488995,305999,2013-05-30,Senate,"Accept Min Otp Rpt RC #126",15,20,0,0,35
489038,306475,2013-05-30,Senate,"Accept Maj Otp-a Rpt RC #127",16,19,0,0,35
489038,306476,2013-06-18,House,"Acc Maj Otp As Amended Rep RC #354",69,73,0,9,151
489077,306447,2013-05-22,House,"Enactment RC #125",59,86,0,6,151
489137,306816,2013-04-03,Senate,"Enactment RC #28",19,16,0,0,35
489137,306817,2013-04-09,Senate,"Veto Override (2/3) RC #36",19,16,0,0,35
489137,306818,2013-03-26,House,"Acc Maj Ought To Pass Rep RC #8",82,63,0,6,151
489137,306819,2013-04-02,House,"Enactment RC #20",91,56,0,4,151
489175,307026,2013-07-09,House,"Enactment - Mandate RC #422",141,1,0,9,151
489277,307010,2013-06-19,House,"Enactment RC #381",132,16,0,3,151
489448,327766,2014-02-25,House,"Acc Maj Otp As Amended Rep RC #502",139,7,0,5,151
489448,344064,2014-03-18,Senate,"Indef Postpone Sas-423 RC #462",18,17,0,0,35
489448,344065,2014-03-18,Senate,"Adopt Cah-608 RC #463",24,11,0,0,35
489448,357413,2014-04-17,House,"Enactment RC #724",130,13,0,8,151
489448,361382,2014-05-01,House,"Reconsideration - Veto RC #750",131,15,0,5,151
489448,361383,2014-05-01,Senate,"Veto Override (2/3) RC #646",21,14,0,0,35
490320,306080,2013-05-21,Senate,"Enactment RC #93",35,0,0,0,35
490497,306402,2013-04-09,House,"Acc Maj Ought Not To Pass Rep RC #33",47,95,0,9,151
490497,306403,2013-04-25,Senate,"Accept Maj Ontp Rpt RC #52",21,13,0,1,35
490497,306404,2013-05-01,Senate,"Insist RC #61",20,14,0,1,35
490891,346784,2014-03-19,House,"Acc Maj Otp As Amended Rep RC #543",101,38,0,12,151
490891,357382,2014-04-16,Senate,"Enactment RC #596",29,5,0,1,35
490891,361787,2014-05-01,Senate,"Veto Override (2/3) RC #625",30,5,0,0,35
490891,361788,2014-05-01,House,"Reconsideration - Veto RC #789",115,32,0,4,151
490907,306822,2013-05-31,House,"Enactment RC #162",128,10,0,13,151
490907,306823,2013-06-03,Senate,"Enactment RC #141",34,0,0,1,35
490921,307078,2013-04-23,House,"Acc Min Otp As Amended Rep RC #41",35,111,0,5,151
490921,307079,2013-04-23,House,"Acc Maj Otp As Amended Rep RC #42",106,40,0,5,151
490921,307080,2013-04-25,House,"Enactment - Mandate RC #52",114,33,0,4,151
490921,307081,2013-04-24,Senate,"Accept Maj Otp-a Rpt RC #47",27,8,0,0,35
490921,307082,2013-04-25,Senate,"Enact-mandate 2/3 Elect RC #54",25,8,0,2,35
490995,306710,2013-05-21,House,"Acc Maj Ought Not To Pass Rep RC #110",82,61,0,8,151
490995,306711,2013-05-23,Senate,"Accept Maj Ontp Rpt RC #110",20,15,0,0,35
491015,306320,2013-05-30,House,"Acc Maj Ought Not To Pass Rep RC #154",133,8,0,10,151
491063,306922,2013-05-21,House,"Acc Maj Ought Not To Pass Rep RC #113",117,29,0,5,151
491121,307137,2013-06-04,House,"Acc Maj Otp As Amended Rep RC #188",83,55,0,13,151
491152,307141,2013-05-21,Senate,"Accept Min Otp Rpt RC #87",20,15,0,0,35
491152,307142,2013-05-29,House,"Acc Min Ought To Pass Rep RC #151",59,80,0,12,151
492816,306324,2013-05-14,House,"Acc Maj Ought Not To Pass Rep RC #86",83,56,0,12,151
492816,306325,2013-05-15,Senate,"Accept Maj Ontp Rpt RC #74",26,9,0,0,35
492848,306134,2013-03-14,House,"Acc Maj Ought To Pass Rep RC #7",84,52,0,15,151
492848,306135,2013-04-23,House,"Enactment RC #40",89,57,0,5,151
492848,306136,2013-05-07,House,"Reconsideration - Veto RC #75",88,55,0,8,151
492848,306137,2013-04-04,Senate,"Accept Maj Otp Rpt RC #33",23,12,0,0,35
492848,306138,2013-04-24,Senate,"Enactment RC #49",24,11,0,0,35
492874,306869,2013-05-16,House,"Adopt Cah-166 RC #92",81,62,0,8,151
492874,306870,2013-05-20,Senate,"Accept Maj Otp-a Rpt RC #81",24,11,0,0,35
492874,306871,2013-06-27,Senate,"Pass To Be Engrossed As Amend RC #359",20,14,0,1,35
492896,306980,2013-06-10,House,"Acc Maj Ought Not To Pass Rep RC #266",101,32,0,18,151
492908,306370,2013-05-16,House,"Enactment - Emer RC #93",123,21,0,7,151
492964,308584,2013-05-02,House,"Final Passage - Emer RC #71",138,0,0,13,151
492968,306405,2013-05-22,House,"Reconsideration - Veto RC #127",88,55,0,8,151
492971,306373,2013-06-05,House,"Enactment - Emer RC #197",140,1,0,10,151
492971,309592,2014-01-16,House,"Reconsideration - Veto RC #465",131,10,0,10,151
492971,310106,2014-01-21,Senate," RC #387",30,4,0,0,34
492977,306176,2013-06-17,House,"Acc Maj Otp As Amended Rep RC #335",81,57,0,13,151
492977,306177,2013-06-18,House,"Enactment RC #350",81,61,0,9,151
492977,306178,2013-06-17,Senate,"Accept Maj Otp-a Rpt RC #299",20,15,0,0,35
492992,306396,2013-06-03,Senate,"Accept Maj Ontp Rpt RC #143",20,14,0,1,35
493016,306889,2013-05-22,House,"Acc Maj Otp As Amended Rep RC #119",84,57,0,10,151
493016,306890,2013-06-10,House,"Adopt Hbh-410 To Cah-204 RC #247",82,61,0,8,151
493016,306891,2013-06-10,House,"Adopt C A As Am By Hbh-410 RC #248",85,58,0,8,151
493016,306892,2013-06-13,House,"Recede And Concur RC #307",81,67,0,3,151
493016,306893,2013-06-26,House,"Reconsideration - Veto RC #408",79,69,0,3,151
493016,306894,2013-05-30,Senate,"Accept Maj Otp-a Rpt RC #128",20,15,0,0,35
493069,306379,2013-05-29,Senate,"Acceptance Of Report RC #115",35,0,0,0,35
493181,307019,2013-05-29,Senate,"Accept Maj Ontp Rpt RC #118",16,19,0,0,35
493181,307020,2013-05-30,House,"Acc Maj Ought Not To Pass Rep RC #157",103,35,0,13,151
493213,307066,2013-04-03,Senate,"Enact-emer 2/3 Elect RC #27",35,0,0,0,35
493213,307067,2013-04-02,House,"Enactment - Emer RC #18",142,1,0,8,151
493651,357381,2014-04-16,Senate,"Accept Maj Otp-a Rpt RC #587",35,0,0,0,35
494608,307264,2013-05-23,Senate,"Accept Maj Ontp Rpt RC #109",15,20,0,0,35
494608,307265,2013-07-09,Senate,"Veto Override (2/3) RC #369",22,11,0,2,35
494608,307266,2013-05-29,House,"Acc Maj Ought Not To Pass Rep RC #148",28,113,0,10,151
494608,307267,2013-07-09,House,"Reconsideration - Veto RC #442",125,17,0,9,151
494994,306352,2013-06-19,House,"Acc Min Otp As Amended Rep RC #382",101,48,0,2,151
494994,306353,2013-06-19,Senate,"Accept Maj Ontp Rpt RC #328",31,4,0,0,35
495067,307362,2013-04-04,House,"Enactment - Emer RC #26",136,0,0,15,151
495768,306000,2013-05-01,Senate,"Enactment RC #63",34,0,0,1,35
495845,305995,2013-04-02,House,"Acc Maj Otp As Amended Rep RC #22",91,52,0,8,151
495845,305996,2013-04-04,Senate,"Accept Maj Otp-a Rpt RC #32",19,16,0,0,35
495885,306393,2013-05-20,House,"Acc Maj Ought Not To Pass Rep RC #108",87,51,0,13,151
496237,306936,2013-05-21,House,"Acc Maj Ought Not To Pass Rep RC #109",128,13,0,10,151
496318,305955,2013-05-22,House,"Acc Maj Ought Not To Pass Rep RC #123",132,9,0,10,151
496359,306433,2013-05-28,House,"Reconsideration - Veto RC #137",85,54,0,12,151
496435,306289,2013-06-10,Senate,"Enactment RC #211",34,0,0,1,35
496591,307161,2013-05-01,House,"Acc Maj Otp As Amended Rep RC #65",107,33,0,11,151
496591,307162,2013-05-07,Senate,"Accept Maj Otp-a Rpt RC #69",28,6,0,1,35
496627,306381,2013-05-15,House,"Acc Maj Ought Not To Pass Rep RC #88",93,49,0,9,151
496627,306382,2013-05-22,Senate,"Accept Maj Ontp Rpt RC #100",18,17,0,0,35
496930,306578,2013-04-25,House,"Acc Maj Ought Not To Pass Rep RC #54",98,49,0,4,151
497044,307290,2013-06-13,House,"Acc Maj Otp As Amended Rep RC #322",132,13,0,6,151
497083,306903,2013-04-30,House,"Acc Rep A Otp As Amended By Ca RC #64",86,57,0,8,151
497083,306904,2013-07-09,House,"Reconsideration - Veto RC #437",87,54,0,10,151
497083,306905,2013-05-02,Senate,"Accept Rpt 'a' Otp-a RC #64",20,13,0,2,35
497151,307027,2013-06-10,House,"Acc Min Ought Not To Pass Rep RC #261",60,79,0,12,151
497151,307028,2013-06-11,Senate,"Accept Min Ontp Rpt RC #241",22,12,0,1,35
497165,306311,2013-06-18,House,"Acc Report 'a' Otp As Amend RC #344",59,82,0,10,151
497165,306312,2013-06-18,House,"Insist RC #358",83,53,0,15,151
497182,307242,2013-05-23,Senate,"Accept Maj Otp Rpt RC #111",20,15,0,0,35
497182,307243,2013-06-17,Senate,"Veto Override (2/3) RC #291",18,17,0,0,35
497182,307244,2013-05-28,House,"Acc Maj Ought To Pass Rep RC #132",85,54,0,12,151
497193,307291,2013-05-07,Senate,"Accept Maj Ontp Rpt RC #70",28,6,0,1,35
497193,307292,2013-05-09,House,"Reconsider RC #84",57,85,0,9,151
497238,307087,2013-06-11,House,"Acc Maj Otp As Amended Rep RC #271",89,56,0,6,151
497238,307088,2013-06-12,Senate,"Accept Maj Otp-a Rpt RC #249",21,14,0,0,35
497383,306009,2013-06-11,Senate,"Accept Maj Otp-a Rpt RC #246",18,16,0,1,35
497383,306010,2013-06-27,Senate,"Enactment RC #353",19,16,0,0,35
497383,306011,2013-07-09,Senate,"Veto Override (2/3) RC #366",17,16,0,2,35
497383,306012,2013-06-14,House,"Acc Maj Otp As Amended Rep RC #325",81,56,0,14,151
497420,306038,2013-04-30,House,"Enactment RC #58",143,0,0,8,151
497420,357697,2014-04-17,House,"Enactment RC #722",98,45,0,8,151
497420,361976,2014-05-01,Senate,"Veto Override (2/3) RC #627",30,5,0,0,35
497420,361977,2014-05-01,House,"Reconsideration - Veto RC #791",111,35,0,5,151
497489,306053,2013-06-06,Senate,"Acceptance Of Report RC #175",20,15,0,0,35
497489,306054,2013-06-26,Senate,"Veto Override (2/3) RC #339",20,15,0,0,35
497489,306055,2013-06-10,House,"Acc Ought To Pass As Amend Rep RC #264",89,48,0,14,151
497522,306048,2013-05-30,Senate,"Accept Maj Ontp Rpt RC #123",19,16,0,0,35
497522,306049,2013-06-03,House,"Acc Maj Ought Not To Pass Rep RC #182",83,59,0,9,151
500525,306069,2013-06-07,House,"Acc Maj Ought Not To Pass Rep RC #232",72,66,0,13,151
500525,306070,2013-06-12,Senate,"Accept Maj Ontp Rpt RC #264",18,17,0,0,35
500802,306074,2013-05-21,Senate,"Enactment RC #94",35,0,0,0,35
500821,306022,2013-06-12,House,"Acc Ought To Pass As Amend Rep RC #292",101,48,0,2,151
500821,306023,2013-06-26,House,"Reconsideration - Veto RC #413",107,39,0,5,151
500821,306024,2013-06-26,Senate,"Veto Override (2/3) RC #351",27,8,0,0,35
500908,307319,2013-06-17,House,"Reconsideration - Veto RC #331",82,60,0,9,151
500950,306122,2013-04-10,House,"Acc Maj Ought To Pass Rep RC #35",147,0,0,4,151
500968,306940,2013-05-01,House,"Acc Maj Ought Not To Pass Rep RC #67",111,34,0,6,151
501027,306111,2013-06-18,House,"Acc Maj Otp As Amended Rep RC #348",123,18,0,10,151
501280,306935,2013-06-10,House,"Acc Maj Ought Not To Pass Rep RC #258",86,54,0,11,151
501429,307261,2013-06-11,Senate,"Enactment RC #231",34,0,0,1,35
501496,306017,2013-05-28,House,"Enactment RC #139",139,0,0,12,151
501537,306984,2013-06-11,Senate,"Accept Maj Otp-a Rpt RC #236",24,10,0,1,35
501597,316826,2014-02-04,Senate,"Accept Maj Ontp Rpt RC #392",19,15,0,1,35
501597,326656,2014-02-18,House,"Acc Maj Ought Not To Pass Rep RC #497",76,65,0,10,151
501631,307304,2013-04-02,House,"Acc Maj Ought Not To Pass Rep RC #15",134,7,0,10,151
501662,350900,2014-04-01,Senate,"Accept Min Otp Rpt RC #518",17,16,0,2,35
501662,350901,2014-04-02,Senate,"Ptbe RC #523",17,17,0,1,35
501662,352642,2014-04-03,House,"Acc Min Ought To Pass Rep RC #626",60,85,0,6,151
501681,307318,2013-06-10,Senate,"Accept Maj Ontp Rpt RC #208",19,15,0,1,35
501711,307315,2013-06-07,Senate,"Accept Maj Ontp Rpt RC #206",21,13,0,1,35
501711,307316,2013-06-11,House,"Table Until Later RC #278",60,87,0,4,151
501711,307317,2013-06-11,House,"Reconsider RC #279",90,57,0,4,151
501719,346796,2014-03-19,Senate,"Indefinitely Postpone RC #466",29,5,0,1,35
501734,307320,2013-05-15,Senate,"Veto Override (2/3) RC #73",23,12,0,0,35
501748,330739,2014-02-26,Senate,"Enactment RC #425",24,11,0,0,35
501784,307288,2013-05-28,House,"Acc Maj Ought Not To Pass Rep RC #140",125,13,0,13,151
501784,307289,2013-05-29,Senate,"Accept Maj Ontp Rpt RC #112",20,15,0,0,35
501816,306007,2013-02-19,House,"First Reading Pur To Jr 308 RC #1",124,15,0,12,151
501816,306008,2013-02-19,House,"Dispense With Reading Of Bill RC #2",107,32,0,12,151
501816,306359,2013-02-19,Senate,"Final Passage-emer 2/3 Elect RC #2",33,0,0,2,35
501816,306360,2013-02-19,House,"Final Passage - Emer RC #3",129,11,0,11,151
509876,306260,2013-06-05,Senate,"Acceptance Of Report RC #159",35,0,0,0,35
509935,306285,2013-04-10,Senate,"Accept Maj Ontp Rpt RC #39",12,22,0,1,35
509935,306286,2013-04-24,House,"Acc Maj Ought Not To Pass Rep RC #44",30,113,0,8,151
509935,306287,2013-04-24,House,"Acc Min Otp As Amended Rep RC #45",123,21,0,7,151
509969,306274,2013-06-03,House,"Final Passage RC #178",141,0,0,10,151
510031,306059,2013-06-17,House,"Acc Report 'b' Otp As Amend RC #340",49,89,0,13,151
510031,306060,2013-06-19,House,"Recede And Concur RC #391",78,68,0,5,151
510031,306061,2013-06-19,Senate,"Commit RC #322",19,16,0,0,35
510031,351652,2014-03-31,House,"Acc Min Ought Not To Pass Rep RC #598",48,89,0,14,151
510031,351653,2014-04-03,Senate,"Accept Min Ontp Rpt RC #532",21,14,0,0,35
510031,353160,2014-04-04,House,"Insist RC #639",51,89,0,11,151
