bill_id,document_id,document_type,document_size,document_mime,document_desc,url,state_link
2010996,3181382,text,253021,application/pdf,Introduced,https://legiscan.com/ME/text/LD1164/id/3181382,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0769&item=1&snum=132
2011085,3181467,text,172663,application/pdf,Introduced,https://legiscan.com/ME/text/LD1165/id/3181467,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0770&item=1&snum=132
2010933,3181323,text,189764,application/pdf,Introduced,https://legiscan.com/ME/text/LD1166/id/3181323,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0771&item=1&snum=132
2011098,3181480,text,176117,application/pdf,Introduced,https://legiscan.com/ME/text/LD1167/id/3181480,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0772&item=1&snum=132
2011026,3181411,text,168328,application/pdf,Introduced,https://legiscan.com/ME/text/LD1168/id/3181411,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0773&item=1&snum=132
2010949,3181339,text,170102,application/pdf,Introduced,https://legiscan.com/ME/text/LD1169/id/3181339,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0774&item=1&snum=132
2011010,3181396,text,184503,application/pdf,Introduced,https://legiscan.com/ME/text/LD1170/id/3181396,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0775&item=1&snum=132
2010988,3181375,text,157920,application/pdf,Introduced,https://legiscan.com/ME/text/LD1171/id/3181375,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0776&item=1&snum=132
2010908,3181301,text,156050,application/pdf,Introduced,https://legiscan.com/ME/text/LD1172/id/3181301,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0777&item=1&snum=132
2011089,3181471,text,171512,application/pdf,Introduced,https://legiscan.com/ME/text/LD1173/id/3181471,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0778&item=1&snum=132
2010967,3181354,text,171718,application/pdf,Introduced,https://legiscan.com/ME/text/LD1174/id/3181354,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0779&item=1&snum=132
2011023,3181408,text,169553,application/pdf,Introduced,https://legiscan.com/ME/text/LD1175/id/3181408,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0780&item=1&snum=132
2010947,3181337,text,183975,application/pdf,Introduced,https://legiscan.com/ME/text/LD1176/id/3181337,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0781&item=1&snum=132
2011048,3181432,text,169487,application/pdf,Introduced,https://legiscan.com/ME/text/LD1177/id/3181432,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0782&item=1&snum=132
2010942,3181332,text,174266,application/pdf,Introduced,https://legiscan.com/ME/text/LD1178/id/3181332,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0783&item=1&snum=132
2011095,3181477,text,169823,application/pdf,Introduced,https://legiscan.com/ME/text/LD1179/id/3181477,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0784&item=1&snum=132
2011064,3181448,text,161214,application/pdf,Introduced,https://legiscan.com/ME/text/LD1180/id/3181448,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0785&item=1&snum=132
2010984,3181372,text,162545,application/pdf,Introduced,https://legiscan.com/ME/text/LD1181/id/3181372,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0786&item=1&snum=132
2011018,3181404,text,175809,application/pdf,Introduced,https://legiscan.com/ME/text/LD1182/id/3181404,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0787&item=1&snum=132
2010931,3181321,text,167072,application/pdf,Introduced,https://legiscan.com/ME/text/LD1183/id/3181321,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0788&item=1&snum=132
2011002,3181388,text,168361,application/pdf,Introduced,https://legiscan.com/ME/text/LD1184/id/3181388,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0789&item=1&snum=132
2011067,3181451,text,163184,application/pdf,Introduced,https://legiscan.com/ME/text/LD1185/id/3181451,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0790&item=1&snum=132
2011078,3181462,text,160503,application/pdf,Introduced,https://legiscan.com/ME/text/LD1186/id/3181462,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0791&item=1&snum=132
2010922,3181315,text,164450,application/pdf,Introduced,https://legiscan.com/ME/text/LD1187/id/3181315,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0792&item=1&snum=132
2011030,3181414,text,184903,application/pdf,Introduced,https://legiscan.com/ME/text/LD1188/id/3181414,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0793&item=1&snum=132
2010955,3181344,text,166727,application/pdf,Introduced,https://legiscan.com/ME/text/LD1189/id/3181344,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0794&item=1&snum=132
2011423,3182042,text,170222,application/pdf,Introduced,https://legiscan.com/ME/text/LD1220/id/3182042,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0795&item=1&snum=132
2011221,3181836,text,167824,application/pdf,Introduced,https://legiscan.com/ME/text/LD1221/id/3181836,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0796&item=1&snum=132
2011321,3181936,text,176624,application/pdf,Introduced,https://legiscan.com/ME/text/LD1222/id/3181936,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0797&item=1&snum=132
2013329,3186068,text,255330,application/pdf,Introduced,https://legiscan.com/ME/text/LD1224/id/3186068,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0799&item=1&snum=132
2013305,3186051,text,165357,application/pdf,Introduced,https://legiscan.com/ME/text/LD1225/id/3186051,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0800&item=1&snum=132
2013548,3186227,text,193750,application/pdf,Introduced,https://legiscan.com/ME/text/LD1226/id/3186227,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0801&item=1&snum=132
2013437,3186145,text,166874,application/pdf,Introduced,https://legiscan.com/ME/text/LD1227/id/3186145,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0802&item=1&snum=132
2013133,3185930,text,196159,application/pdf,Introduced,https://legiscan.com/ME/text/LD1228/id/3185930,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0803&item=1&snum=132
2013311,3186055,text,162005,application/pdf,Introduced,https://legiscan.com/ME/text/LD1229/id/3186055,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0804&item=1&snum=132
2013380,3186104,text,159503,application/pdf,Introduced,https://legiscan.com/ME/text/LD1230/id/3186104,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0805&item=1&snum=132
2013171,3185956,text,165566,application/pdf,Introduced,https://legiscan.com/ME/text/LD1231/id/3185956,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0806&item=1&snum=132
2013444,3186153,text,169963,application/pdf,Introduced,https://legiscan.com/ME/text/LD1232/id/3186153,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0807&item=1&snum=132
2013353,3186084,text,163499,application/pdf,Introduced,https://legiscan.com/ME/text/LD1233/id/3186084,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0808&item=1&snum=132
2013161,3185950,text,157772,application/pdf,Introduced,https://legiscan.com/ME/text/LD1234/id/3185950,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0809&item=1&snum=132
2013507,3186199,text,167559,application/pdf,Introduced,https://legiscan.com/ME/text/LD1235/id/3186199,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0810&item=1&snum=132
2013373,3186099,text,174305,application/pdf,Introduced,https://legiscan.com/ME/text/LD1236/id/3186099,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0811&item=1&snum=132
2013238,3186005,text,178369,application/pdf,Introduced,https://legiscan.com/ME/text/LD1237/id/3186005,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0812&item=1&snum=132
2013522,3186209,text,180481,application/pdf,Introduced,https://legiscan.com/ME/text/LD1238/id/3186209,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0813&item=1&snum=132
2013146,3185940,text,177849,application/pdf,Introduced,https://legiscan.com/ME/text/LD1239/id/3185940,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0814&item=1&snum=132
2013516,3186206,text,167142,application/pdf,Introduced,https://legiscan.com/ME/text/LD1240/id/3186206,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0815&item=1&snum=132
2013492,3186189,text,171666,application/pdf,Introduced,https://legiscan.com/ME/text/LD1241/id/3186189,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0816&item=1&snum=132
2013186,3185967,text,168973,application/pdf,Introduced,https://legiscan.com/ME/text/LD1242/id/3185967,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0817&item=1&snum=132
2013202,3185979,text,167548,application/pdf,Introduced,https://legiscan.com/ME/text/LD1243/id/3185979,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0818&item=1&snum=132
2013283,3186036,text,163133,application/pdf,Introduced,https://legiscan.com/ME/text/LD1244/id/3186036,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0819&item=1&snum=132
2013337,3186073,text,171202,application/pdf,Introduced,https://legiscan.com/ME/text/LD1245/id/3186073,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0820&item=1&snum=132
2013213,3185986,text,167279,application/pdf,Introduced,https://legiscan.com/ME/text/LD1246/id/3185986,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0821&item=1&snum=132
2013260,3186020,text,173509,application/pdf,Introduced,https://legiscan.com/ME/text/LD1247/id/3186020,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0822&item=1&snum=132
2013139,3185934,text,168171,application/pdf,Introduced,https://legiscan.com/ME/text/LD1248/id/3185934,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0823&item=1&snum=132
2013564,3186238,text,177664,application/pdf,Introduced,https://legiscan.com/ME/text/LD1249/id/3186238,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0824&item=1&snum=132
2013541,3186222,text,172774,application/pdf,Introduced,https://legiscan.com/ME/text/LD1250/id/3186222,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0825&item=1&snum=132
2013404,3186121,text,169487,application/pdf,Introduced,https://legiscan.com/ME/text/LD1251/id/3186121,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0826&item=1&snum=132
2013581,3186249,text,168180,application/pdf,Introduced,https://legiscan.com/ME/text/LD1252/id/3186249,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0827&item=1&snum=132
2013345,3186079,text,166958,application/pdf,Introduced,https://legiscan.com/ME/text/LD1253/id/3186079,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0828&item=1&snum=132
2013320,3186062,text,169478,application/pdf,Introduced,https://legiscan.com/ME/text/LD1254/id/3186062,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0829&item=1&snum=132
2013360,3186089,text,172148,application/pdf,Introduced,https://legiscan.com/ME/text/LD1255/id/3186089,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0830&item=1&snum=132
2013595,3186258,text,183225,application/pdf,Introduced,https://legiscan.com/ME/text/LD1256/id/3186258,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0831&item=1&snum=132
2013193,3185972,text,172988,application/pdf,Introduced,https://legiscan.com/ME/text/LD1257/id/3185972,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0832&item=1&snum=132
2013153,3185944,text,175347,application/pdf,Introduced,https://legiscan.com/ME/text/LD1258/id/3185944,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0833&item=1&snum=132
2013230,3185999,text,168784,application/pdf,Introduced,https://legiscan.com/ME/text/LD1259/id/3185999,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0834&item=1&snum=132
2013573,3186243,text,186256,application/pdf,Introduced,https://legiscan.com/ME/text/LD1260/id/3186243,https://legislature.maine.gov/legis/bills/getPDF.asp?paper=HP0835&item=1&snum=132
