bill_id,roll_call_id,date,chamber,description,yea,nay,nv,absent,total
1427349,1099046,2021-06-17,Senate,"Accept Maj Otp-a Rpt RC #429",34,0,0,1,35
1427354,1090010,2021-06-02,Senate,"Accept Maj Otp-a Rpt RC #168",34,0,0,1,35
1427359,1091130,2021-06-03,House,"Acc Maj Ought Not To Pass Rep RC #122",81,62,0,8,151
1427359,1093169,2021-06-07,Senate,"Accept Maj Ontp Rpt RC #211",21,13,0,1,35
1427360,1092197,2021-06-03,House,"Acc Report 'a' Otp As Amend RC #137",80,57,0,14,151
1427360,1094830,2021-06-08,Senate,"Accept Rpt 'a' Otp-a RC #257",19,13,0,3,35
1427360,1096782,2021-06-10,Senate,"Enactment RC #313",18,15,0,2,35
1427364,1104143,2021-07-01,House,"Recede And Concur RC #412",69,51,0,31,151
1427365,1093413,2021-06-07,Senate,"Accept Maj Ontp Rpt RC #231",20,14,0,1,35
1427366,1025835,2021-03-10,House,"Acc Maj Otp As Amended Rep RC #1",83,66,0,2,151
1427366,1026343,2021-03-10,Senate,"Pass To Be Engrossed As Amend RC #53",24,10,0,1,35
1427366,1027122,2021-03-11,House,"Indef Pp Hah-18 To Cah-9 RC #5",83,64,0,4,151
1427366,1027123,2021-03-11,House,"Indef Pp Hbh-19 To Cah-9 RC #6",83,64,0,4,151
1427366,1027124,2021-03-11,House,"Indef Pp Hch-20 To Cah-9 RC #7",81,65,0,5,151
1427366,1027125,2021-03-11,House,"Indef Pp Hdh-21 To Cah-9 RC #8",81,65,0,5,151
1427366,1027126,2021-03-11,House,"Indef Pp Heh-22 To Cah-9 RC #9",81,65,0,5,151
1427366,1027127,2021-03-11,House,"Indef Pp Hfh-23 To Cah-9 RC #10",82,64,0,5,151
1427366,1027128,2021-03-11,House,"Indef Pp Hgh-24 To Cah-9 RC #11",78,68,0,5,151
1427366,1027129,2021-03-11,House,"Passage To Be Engrossed RC #12",82,64,0,5,151
1427366,1027130,2021-03-11,House,"Enactment - Emer RC #18",83,63,0,5,151
1427366,1027477,2021-03-11,House,"Enactment - Emer RC #20",139,1,0,11,151
1427372,1098754,2021-06-16,House,"Acc Maj Otp As Amended Rep RC #326",76,63,0,12,151
1427372,1098755,2021-06-16,Senate,"Accept Maj Otp-a Rpt RC #414",18,17,0,0,35
1427372,1099301,2021-06-17,House,"Enactment RC #370",76,60,0,15,151
1427372,1105236,2021-07-19,House,"Insist RC #434",73,58,0,19,150
1427372,1105237,2021-07-19,Senate,"Enactment RC #494",17,18,0,0,35
1427372,1105238,2021-07-19,Senate,"Recede And Concur RC #497",18,17,0,0,35
1427372,1129042,2022-01-26,House,"Reconsideration - Veto RC #448",67,66,0,17,150
1427374,1064743,2021-04-28,House,"Acc Report 'b' Otp As Amend RC #38",92,53,0,6,151
1427374,1064744,2021-04-28,Senate,"Accept Rpt 'a' Otp-a RC #144",17,17,0,1,35
1427374,1064745,2021-04-28,Senate,"Table Until Later RC #145",17,17,0,1,35
1427374,1064746,2021-04-28,Senate,"Accept Rpt 'b' Otp-a RC #146",27,7,0,1,35
1427374,1093163,2021-06-07,Senate,"Final Passage RC #232",19,15,0,1,35
1427375,1080810,2021-05-19,Senate,"Accept Maj Ontp Rpt RC #155",21,12,0,2,35
1427375,1093185,2021-06-02,House,"Acc Maj Ought Not To Pass Rep RC #79",79,65,0,7,151
1427377,1079980,2021-05-19,Senate,"Accept Maj Otp-a Rpt RC #156",21,12,0,2,35
1427377,1079981,2021-05-19,Senate,"Adopt Sas-95 To Cas-70 RC #157",24,9,0,2,35
1427377,1090688,2021-06-02,House,"Acc Maj Otp As Amended Rep RC #80",81,65,0,5,151
1427377,1090689,2021-06-02,House,"Adopt Sas-95 To Cas-70 RC #81",81,64,0,6,151
1427383,1065059,2021-04-28,House,"Acc Maj Ought Not To Pass Rep RC #31",81,63,0,7,151
1427383,1065060,2021-04-28,Senate,"Accept Maj Ontp Rpt RC #137",24,11,0,0,35
1427391,1095303,2021-06-08,House,"Acc Maj Otp As Amended Rep RC #191",80,57,0,14,151
1427391,1095304,2021-06-09,Senate,"Accept Maj Otp-a Rpt RC #262",21,12,0,2,35
1427393,1094041,2021-06-07,House,"Acc Maj Ought Not To Pass Rep RC #162",80,61,0,10,151
1427393,1094541,2021-06-08,Senate,"Accept Maj Ontp Rpt RC #247",22,12,0,1,35
1427394,1064631,2021-04-28,Senate,"Accept Maj Ontp Rpt RC #130",25,10,0,0,35
1427396,1090511,2021-06-02,House,"Table Until Later RC #83",81,64,0,6,151
1427396,1097863,2021-06-15,House,"Recede And Concur RC #289",64,79,0,8,151
1427642,1079668,2021-05-19,House,"Acc Maj Otp As Amended Rep RC #53",87,58,0,6,151
1427642,1103931,2021-07-01,Senate,"Enactment RC #476",21,11,0,3,35
1427787,1079830,2021-05-19,Senate,"Accept Min Otp-a Rpt RC #149",14,19,0,2,35
1427787,1095716,2021-06-09,House,"Adopt Hah-492 RC #207",74,60,0,17,151
1427787,1095717,2021-06-09,House,"Passage To Be Engrossed RC #208",68,63,0,20,151
1427787,1097602,2021-06-14,House,"Insist RC #245",77,60,0,14,151
1427832,1095363,2021-06-09,House,"Acc Maj Ought Not To Pass Rep RC #197",81,62,0,8,151
1428032,1097833,2021-06-14,House,"Enactment RC #264",136,1,0,14,151
1428032,1105264,2021-07-19,Senate,"Remove From Special Appropriations Table RC #503",16,18,0,1,35
1428032,1141170,2022-02-10,Senate,"Removal From Table RC #560",14,16,0,4,34
1431853,1096665,2021-06-10,Senate,"Accept Min Otp-a Rpt RC #307",31,3,0,1,35
1437081,1065364,2021-04-28,House,"Indef Pp Hah-105 To Cah-72 RC #28",82,64,0,5,151
1437081,1065365,2021-04-28,House,"Adopt Cah-72 RC #29",125,21,0,5,151
1437081,1065366,2021-04-28,Senate,"Accept Maj Otp-a Rpt RC #136",34,0,0,1,35
1437102,1065464,2021-04-28,House,"Acc Maj Ought Not To Pass Rep RC #32",85,60,0,6,151
1437102,1065465,2021-04-28,Senate,"Accept Maj Ontp Rpt RC #138",22,13,0,0,35
1437114,1185887,2022-04-07,House,"Acc Maj Otp As Amended Rep RC #532",73,43,0,31,147
1437152,1094832,2021-06-08,Senate,"Accept Maj Otp-a Rpt RC #256",18,14,0,3,35
1437152,1096903,2021-06-10,Senate,"Enactment RC #314",19,15,0,1,35
1437247,1093419,2021-06-07,Senate,"Accept Maj Otp-a Rpt RC #216",25,9,0,1,35
1437274,1097046,2021-06-10,House,"Acc Maj Otp As Amended Rep RC #235",80,54,0,17,151
1437316,1183362,2022-04-05,Senate,"Accept Maj Ontp Rpt RC #690",23,9,0,2,34
1437421,1098189,2021-06-15,House,"Acc Maj Otp As Amended Rep RC #300",84,55,0,12,151
1437421,1103134,2021-06-30,House,"Recede And Concur RC #390",81,62,0,8,151
1437463,1064704,2021-04-28,House,"Acc Min Ought Not To Pass Rep RC #40",80,63,0,8,151
1437463,1079780,2021-05-19,Senate,"Accept Min Ontp Rpt RC #150",20,13,0,2,35
1437476,1027158,2021-03-11,House,"Acc Maj Ought To Pass Rep RC #13",90,54,0,7,151
1437572,1065416,2021-04-28,House,"Acc Maj Otp As Amended Rep RC #35",144,1,0,6,151
1437572,1065417,2021-04-28,Senate,"Accept Maj Otp-a Rpt RC #142",33,1,0,1,35
1437601,1098365,2021-06-16,Senate,"Accept Maj Otp-a Rpt RC #398",24,10,0,1,35
1437742,1080778,2021-05-19,Senate,"Accept Maj Otp-a Rpt RC #152",27,6,0,2,35
1437847,1146091,2022-02-16,House,"Acc Maj Otp As Amended Rep RC #451",80,57,0,11,148
1437847,1151940,2022-02-23,Senate,"Accept Maj Otp-a Rpt RC #562",22,12,0,0,34
1437847,1190283,2022-04-20,House,"Final Passage - Con Res RC #602",77,59,0,11,147
1440189,1091527,2021-06-03,House,"Acc Maj Ought Not To Pass Rep RC #129",79,59,0,13,151
1440223,1064992,2021-04-28,House,"Acc Maj Ought Not To Pass Rep RC #36",85,60,0,6,151
1440223,1064993,2021-04-28,Senate,"Accept Maj Ontp Rpt RC #143",22,12,0,1,35
1440396,1096114,2021-06-09,Senate,"Accept Min Otp-a Rpt RC #271",11,23,0,1,35
1440652,1094013,2021-06-07,House,"Acc Min Otp As Amended Rep RC #158",80,64,0,7,151
1440652,1094099,2021-06-08,Senate,"Accept Min Otp-a Rpt RC #245",22,13,0,0,35
1440652,1095298,2021-06-09,House,"Enactment RC #193",79,62,0,10,151
1440652,1098552,2021-06-16,Senate,"Indefinitely Postpone RC #406",15,19,0,1,35
1440652,1103033,2021-06-30,House,"Reconsideration - Veto RC #394",65,77,0,9,151
1440867,1098110,2021-06-15,House,"Acc Maj Otp As Amended Rep RC #292",72,67,0,12,151
1440867,1098321,2021-06-16,Senate,"Accept Maj Otp-a Rpt RC #385",20,15,0,0,35
1440867,1103064,2021-06-30,House,"Reconsideration - Veto RC #393",68,75,0,8,151
1442812,1064692,2021-04-28,House,"Acc Maj Ought Not To Pass Rep RC #30",87,58,0,6,151
1442857,1064643,2021-04-28,Senate,"Accept Maj Ontp Rpt RC #131",22,13,0,0,35
1442903,1185405,2022-04-07,House,"Acc Maj Otp As Amended Rep RC #528",77,58,0,12,147
1447561,1064610,2021-04-28,Senate,"Accept Maj Otp-a Rpt RC #127",24,11,0,0,35
1447561,1065488,2021-04-28,House,"Acc Maj Otp As Amended Rep RC #42",81,49,0,21,151
1447683,1080294,2021-05-19,Senate,"Accept Maj Otp-a Rpt RC #151",33,0,0,2,35
1447967,1095353,2021-06-09,House,"Acc Maj Otp As Amended Rep RC #200",82,61,0,8,151
1447967,1096656,2021-06-10,Senate,"Accept Maj Otp-a Rpt RC #298",22,12,0,1,35
1448372,1097828,2021-06-14,House,"Acc Maj Otp As Amended Rep RC #271",79,52,0,20,151
1448372,1098274,2021-06-15,Senate,"Accept Maj Otp-a Rpt RC #377",21,13,0,1,35
1448452,1090057,2021-06-02,Senate,"Accept Maj Ontp Rpt RC #171",21,13,0,1,35
1448575,1080248,2021-05-19,House,"Acc Maj Otp As Amended Rep RC #59",79,61,0,11,151
1448575,1090073,2021-06-02,Senate,"Accept Maj Otp-a Rpt RC #172",21,13,0,1,35
1448575,1103857,2021-07-01,House,"Recede And Concur RC #416",70,52,0,29,151
1448575,1103858,2021-07-01,Senate,"Pass To Be Engrossed As Amend RC #475",21,12,0,2,35
1448612,1188483,2022-04-14,House,"Acc Maj Otp As Amended Rep RC #567",81,55,0,11,147
1448612,1189082,2022-04-18,Senate,"Accept Maj Otp-a Rpt RC #770",21,13,0,0,34
1448695,1097825,2021-06-14,House,"Acc Maj Otp As Amended Rep RC #257",95,46,0,10,151
1448695,1097980,2021-06-15,Senate,"Accept Maj Otp-a Rpt RC #354",21,13,0,1,35
1448859,1064782,2021-04-28,House,"Acc Maj Ought Not To Pass Rep RC #33",84,62,0,5,151
1448859,1064783,2021-04-28,Senate,"Accept Maj Ontp Rpt RC #139",21,13,0,1,35
1449058,1097808,2021-06-14,House,"Acc Maj Otp As Amended Rep RC #270",78,53,0,20,151
1449220,1098122,2021-06-15,House,"Acc Maj Otp As Amended Rep RC #304",82,57,0,12,151
1449220,1098517,2021-06-16,Senate,"Accept Maj Otp-a Rpt RC #392",22,13,0,0,35
1449500,1096931,2021-06-10,House,"Acc Maj Otp As Amended Rep RC #228",79,55,0,17,151
1449500,1096932,2021-06-10,House,"Adopt Hah-540 RC #229",80,57,0,14,151
1449500,1097724,2021-06-14,Senate,"Accept Maj Otp-a Rpt RC #326",22,13,0,0,35
1454009,1098890,2021-06-17,Senate,"Accept Min Ontp Rpt RC #430",33,2,0,0,35
1454023,1098398,2021-06-16,Senate,"Accept Maj Otp-a Rpt RC #399",22,12,0,1,35
1454109,1064945,2021-04-28,House,"Acc Maj Otp As Amended Rep RC #44",82,49,0,20,151
1454140,1187021,2022-04-12,Senate,"Accept Report RC #740",33,0,0,1,34
1459411,1091391,2021-06-03,Senate,"Accept Maj Otp-a Rpt RC #198",22,12,0,1,35
1459534,1098208,2021-06-15,Senate,"Accept Maj Otp-a Rpt RC #381",22,12,0,1,35
1459572,1098837,2021-06-16,House,"Acc Maj Ought Not To Pass Rep RC #329",80,63,0,8,151
1459572,1099381,2021-06-17,Senate,"Accept Maj Ontp Rpt RC #451",18,15,0,2,35
1459601,1095306,2021-06-09,House,"Acc Maj Ought Not To Pass Rep RC #195",84,61,0,6,151
1459601,1096414,2021-06-10,Senate,"Accept Maj Ontp Rpt RC #295",22,12,0,1,35
1459671,1094056,2021-06-07,House,"Acc Min Otp As Amended Rep RC #144",92,52,0,7,151
1459671,1094677,2021-06-08,Senate,"Accept Maj Ontp Rpt RC #236",18,17,0,0,35
1459681,1174319,2022-03-22,Senate,"Accept Maj Otp-a Rpt RC #615",21,13,0,0,34
1459691,1097666,2021-06-14,House,"Acc Maj Otp As Amended Rep RC #254",83,58,0,10,151
1459691,1097982,2021-06-15,Senate,"Accept Maj Otp-a Rpt RC #355",22,12,0,1,35
1459740,1094016,2021-06-07,House,"Acc Maj Ought Not To Pass Rep RC #146",82,63,0,6,151
1459740,1094759,2021-06-08,Senate,"Accept Maj Ontp Rpt RC #238",22,13,0,0,35
1459751,1091074,2021-06-03,House,"Acc Maj Otp As Amended Rep RC #130",81,57,0,13,151
1459751,1105247,2021-07-19,Senate,"Suspend Rules (2/3) RC #498",24,10,0,1,35
1459751,1105248,2021-07-19,Senate,"Final Passage RC #502",21,13,0,1,35
1459821,1064682,2021-04-28,House,"Acc Maj Otp As Amended Rep RC #37",84,61,0,6,151
1459821,1080700,2021-05-19,House,"Final Passage - Con Res RC #46",83,65,0,3,151
1459821,1105344,2021-07-19,House,"Recede And Concur RC #425",75,58,0,17,150
1459821,1105345,2021-07-19,Senate,"Recede And Concur RC #496",13,21,0,1,35
1459832,1090692,2021-06-02,House,"Acc Maj Otp As Amended Rep RC #84",81,63,0,7,151
1459832,1091310,2021-06-03,Senate,"Accept Maj Otp-a Rpt RC #189",19,14,0,2,35
1459832,1103535,2021-06-30,House,"Adopt Hah-739 To Cah-247 RC #403",77,63,0,11,151
1459918,1188979,2022-04-15,House,"Acc Report 'a' Otp As Amend RC #573",81,53,0,13,147
1459918,1190017,2022-04-19,House,"Enactment RC #600",82,42,0,23,147
1459918,1190018,2022-04-19,Senate,"Accept Rpt 'a' Otp-a RC #791",23,11,0,0,34
1459918,1190019,2022-04-19,Senate,"Adopt Scs-579 To Cah-1020 RC #792",11,23,0,0,34
1459918,1190020,2022-04-19,Senate,"Adopt Sds-580 To Cah-1020 RC #793",13,21,0,0,34
1459979,1098791,2021-06-16,House,"Commit To Vla RC #357",31,106,0,14,151
1459979,1098792,2021-06-16,House,"Acc Maj Otp As Amended Rep RC #358",97,40,0,14,151
1459979,1098866,2021-06-17,Senate,"Accept Maj Otp-a Rpt RC #431",22,13,0,0,35
1459979,1103864,2021-07-01,House,"Reconsideration - Veto RC #411",80,53,0,18,151
1460016,1098128,2021-06-15,Senate,"Accept Maj Otp-a Rpt RC #384",27,7,0,1,35
1460112,1080114,2021-05-19,Senate,"Accept Maj Otp-a Rpt RC #153",22,11,0,2,35
1460112,1095847,2021-06-08,House,"Acc Maj Otp As Amended Rep RC #181",80,64,0,7,151
1460206,1097073,2021-06-10,House,"Acc Report 'a' Otp As Amend RC #233",35,99,0,17,151
1460206,1097074,2021-06-10,House,"Acc Report 'c' Otp As Amend RC #234",71,63,0,17,151
1460206,1097822,2021-06-14,House,"Recede And Concur RC #273",60,71,0,20,151
1460217,1094040,2021-06-07,House,"Acc Maj Ought Not To Pass Rep RC #163",80,62,0,9,151
1461245,1080078,2021-05-19,House,"Acc Maj Ought Not To Pass Rep RC #66",80,61,0,10,151
1461245,1090201,2021-06-02,Senate,"Accept Maj Ontp Rpt RC #176",21,13,0,1,35
1464860,1093353,2021-06-07,Senate,"Accept Maj Otp-a Rpt RC #217",21,13,0,1,35
1464860,1104027,2021-07-01,House,"Recede And Concur RC #420",71,51,0,29,151
1464870,1080099,2021-05-19,House,"Acc Maj Ought Not To Pass Rep RC #64",80,62,0,9,151
1464900,1080288,2021-05-19,House,"Acc Maj Ought Not To Pass Rep RC #65",76,66,0,9,151
1464900,1090273,2021-06-02,Senate,"Accept Maj Ontp Rpt RC #175",20,14,0,1,35
1464979,1092201,2021-06-03,House,"Acc Report 'a' Otp RC #136",87,52,0,12,151
1464979,1093315,2021-06-07,Senate,"Accept Rpt 'a' Otp RC #223",9,24,0,2,35
1464996,1090321,2021-06-02,Senate,"Accept Maj Ontp Rpt RC #166",19,15,0,1,35
1465061,1080143,2021-05-19,House,"Final Passage - Emer RC #50",113,33,0,5,151
1465061,1095841,2021-06-09,House,"Final Passage - Emer RC #206",124,16,0,11,151
1465089,1090585,2021-06-02,House,"Acc Maj Ought Not To Pass Rep RC #71",81,62,0,8,151
1465089,1091295,2021-06-03,Senate,"Accept Maj Ontp Rpt RC #193",21,13,0,1,35
1465099,1094059,2021-06-07,House,"Acc Maj Otp As Amended Rep RC #156",79,57,0,15,151
1465099,1094842,2021-06-08,Senate,"Accept Maj Otp-a Rpt RC #244",22,13,0,0,35
1465115,1091053,2021-06-03,Senate,"Accept Maj Ontp Rpt RC #197",23,11,0,1,35
1465181,1180847,2022-03-31,Senate,"Accept Maj Otp Rpt RC #663",21,12,0,1,34
1465181,1188856,2022-04-15,Senate,"Enactment RC #757",26,6,0,2,34
1465230,1185869,2022-04-07,House,"Enactment - Emer RC #535",111,0,0,36,147
1465230,1186596,2022-04-11,Senate,"Enact-emer 2/3 Elect RC #723",29,0,0,5,34
1465356,1080014,2021-05-19,House,"Acc Maj Otp As Amended Rep RC #54",81,65,0,5,151
1465356,1090709,2021-06-02,Senate,"Accept Maj Otp-a Rpt RC #165",19,15,0,1,35
1466827,1080049,2021-05-19,House,"Acc Maj Ought Not To Pass Rep RC #67",83,59,0,9,151
1469444,1064565,2021-04-28,Senate,"Accept Maj Otp-a Rpt RC #132",22,13,0,0,35
1469536,1094070,2021-06-07,House,"Acc Min Otp As Amended Rep RC #160",80,62,0,9,151
1469536,1103877,2021-07-01,House,"Recede And Concur RC #417",72,51,0,28,151
1469541,1080267,2021-05-19,Senate,"Accept Maj Otp-a Rpt RC #161",22,12,0,1,35
1469574,1096595,2021-06-10,House,"Acc Min Ought Not To Pass Rep RC #223",74,69,0,8,151
1469574,1097605,2021-06-14,House,"Recede And Concur RC #244",67,73,0,11,151
1469710,1098572,2021-06-16,Senate,"Accept Maj Otp-a Rpt RC #391",21,13,0,1,35
1469814,1098902,2021-06-16,House,"Acc Report 'a' Otp As Amend RC #331",92,49,0,10,151
1469814,1098903,2021-06-17,Senate,"Accept Rpt 'a' Otp-a RC #417",22,13,0,0,35
