bill_id,people_id,position
212579,8740,0
212579,8743,0
212579,8744,0
212579,8745,0
212579,8746,0
212579,8747,0
212579,8748,0
212579,8749,0
212579,8750,0
212579,8752,0
212579,8754,0
212579,8757,0
212579,8758,0
212579,8759,0
212579,8761,0
212579,8762,0
212579,8763,0
212579,8769,0
212579,8770,0
212579,8771,0
212579,8772,0
212579,8773,0
212579,8776,0
212579,8777,0
212579,8782,0
212579,8783,0
212579,8784,0
212579,8785,0
212579,8786,0
212579,8788,0
212579,8789,0
212579,8790,0
212579,8791,0
212579,8793,0
212579,8794,0
212579,8796,0
212579,8798,0
212579,8799,0
212579,8800,0
212579,8801,0
212579,8802,0
212579,8803,0
212579,8804,0
212579,8808,0
212579,8809,0
212579,8810,0
212579,8811,0
212579,8813,0
212579,8814,0
212579,8815,0
212579,8816,0
212579,8818,0
212579,8819,0
212579,8821,0
212579,8822,0
212579,8823,0
212579,8825,0
212579,8827,0
212579,8829,0
212579,8830,0
212579,8831,0
212579,8832,0
212579,8834,0
212579,8836,0
212579,8837,0
212579,8839,0
212579,8840,0
212579,8841,0
212579,8842,0
212579,8843,0
212579,8844,0
212579,8845,0
212579,8846,0
212579,8847,0
212579,8850,0
212579,8851,0
212579,8852,0
212579,8853,0
212579,8854,0
212579,8855,0
212579,8856,0
212579,8859,0
212579,8860,0
212579,8863,0
212579,8864,0
212579,8865,0
212579,8866,0
212579,8867,0
212579,8870,0
212579,8871,0
212579,8872,0
212579,8873,0
212579,8874,0
212579,8875,0
212579,8877,0
212579,8880,0
212579,8881,0
212579,8885,0
212579,8887,0
212579,8888,0
212579,8889,0
212579,8890,0
212579,8891,0
212579,8893,0
212579,8894,0
212579,8895,0
212579,8896,0
212579,8897,0
212579,8898,0
212579,8900,0
212579,8903,0
212579,8905,0
212579,8906,0
212579,8909,0
212579,8910,0
212579,8911,0
212579,8912,0
212579,8914,0
212579,8915,0
212579,8918,0
212579,8920,0
212579,8921,0
212579,8922,0
212579,8924,0
212579,8926,0
212579,10318,0
212579,10319,0
212579,10320,0
212579,10321,0
212579,10324,0
212579,10325,0
212579,10326,0
212579,10327,0
212579,10329,0
212579,10331,0
212579,10332,0
212579,10333,0
212579,10334,0
212579,10335,0
212579,10336,0
212579,10337,0
212579,10338,0
212579,10339,0
212579,10340,0
212579,10341,0
212579,10342,0
212579,10343,0
212579,10344,0
212579,10346,0
212579,10347,0
212579,10348,0
212579,10349,0
212579,10350,0
212579,10351,0
212579,10352,0
212579,10353,0
212579,10354,0
212579,10356,0
212579,10358,0
212579,10359,0
212579,10361,0
212579,10363,0
212579,10364,0
212579,10365,0
212579,10366,0
212579,10367,0
212579,10368,0
212579,10369,0
212579,10370,0
212579,10371,0
212579,10372,0
212579,10373,0
212579,10376,0
212579,10377,0
212579,10379,0
212579,10380,0
212579,10381,0
212579,11311,0
212579,11874,0
212579,11885,0
212579,11886,0
212579,11890,0
212579,11964,0
212579,11976,0
212579,11977,0
212579,13221,0
212579,21222,0
212580,8740,0
212580,8874,0
212581,8777,0
212581,8856,0
212581,8864,0
212581,8909,0
212581,10338,0
212582,8761,0
212582,8762,0
212582,8811,0
212582,10359,0
212583,8746,0
212583,8800,0
212583,8810,0
212583,8815,0
212583,8831,0
212583,8838,0
212583,8910,0
212583,8926,0
212583,10349,0
212583,10380,0
212584,8743,0
212584,8773,0
212584,8803,0
212584,8815,0
212584,8822,0
212584,8831,0
212584,8910,0
212584,8924,0
212584,10349,0
212584,10380,0
212585,8754,0
212585,8777,0
212585,8803,0
212585,8830,0
212585,8856,0
212585,8872,0
212585,8893,0
212585,8909,0
212585,10326,0
212585,10358,0
212585,10370,0
212586,8754,0
212587,8754,0
212587,10348,0
212587,10366,0
212588,8754,0
212588,8761,0
212588,8777,0
212588,8802,0
212588,8814,0
212588,8836,0
212588,8837,0
212588,8853,0
212588,8856,0
212588,8873,0
212588,8915,0
212588,10338,0
212589,8761,0
212589,8762,0
212589,8811,0
212589,10359,0
212590,8777,0
212595,8815,0
212595,8915,0
212595,8926,0
212595,10321,0
212595,10334,0
212595,10348,0
212595,10349,0
212595,10372,0
