roll_call_id,people_id,vote,vote_desc
658150,8744,1,Yea
658150,8773,1,Yea
658150,8780,1,Yea
658150,8785,1,Yea
658150,8786,1,Yea
658150,8793,1,Yea
658150,8800,1,Yea
658150,8819,1,Yea
658150,8839,1,Yea
658150,8844,1,Yea
658150,8879,1,Yea
658150,10321,1,Yea
658150,10325,2,Nay
658150,10335,1,Yea
658150,10338,1,Yea
658150,10339,1,Yea
658150,10341,1,Yea
658150,10343,1,Yea
658150,10347,1,Yea
658150,10350,1,Yea
658150,10351,1,Yea
658150,10353,1,Yea
658150,10363,1,Yea
658150,10366,1,Yea
658150,10367,4,Absent
658150,10370,4,Absent
658150,10371,1,Yea
658150,10372,1,Yea
658150,10379,1,Yea
658150,10381,1,Yea
658150,12720,1,Yea
658150,13221,2,Nay
658150,13876,1,Yea
658150,13884,2,Nay
658150,14714,2,Nay
658150,14716,2,Nay
658150,14717,1,Yea
658150,14718,2,Nay
658150,14719,2,Nay
658150,14720,1,Yea
658150,14722,1,Yea
658150,14725,1,Yea
658150,14726,2,Nay
658150,14729,1,Yea
658150,14732,1,Yea
658150,15045,1,Yea
658150,15047,1,Yea
658150,15273,1,Yea
658150,15275,4,Absent
658150,15278,2,Nay
658150,15391,1,Yea
658150,15392,1,Yea
658150,15402,2,Nay
658150,15404,1,Yea
658150,15406,1,Yea
658150,15702,2,Nay
658150,15729,1,Yea
658150,15744,1,Yea
658150,15747,1,Yea
658150,15748,1,Yea
658150,15773,1,Yea
658150,15775,1,Yea
658150,15889,4,Absent
658150,16631,1,Yea
658150,16632,1,Yea
658150,16633,1,Yea
658150,16634,1,Yea
658150,16635,1,Yea
658150,16636,1,Yea
658150,16637,1,Yea
658150,16688,1,Yea
658150,16697,1,Yea
658150,16780,1,Yea
658150,16781,1,Yea
658150,16782,1,Yea
658150,16784,1,Yea
658150,16785,1,Yea
658150,16786,1,Yea
658150,16853,1,Yea
658150,16877,1,Yea
658150,17105,2,Nay
658150,17106,1,Yea
658150,17107,1,Yea
658150,17108,1,Yea
658150,17215,1,Yea
658150,17216,1,Yea
658150,17217,1,Yea
658150,17270,1,Yea
658150,17271,1,Yea
658150,17272,1,Yea
658150,17273,2,Nay
658150,17275,2,Nay
658150,17330,1,Yea
658150,17332,1,Yea
658150,17333,1,Yea
658150,17334,1,Yea
658150,17335,1,Yea
658150,17336,1,Yea
658150,17337,1,Yea
658150,17339,1,Yea
658150,17340,1,Yea
658150,17341,1,Yea
658150,17441,1,Yea
658150,17452,2,Nay
658150,17506,1,Yea
658150,17531,1,Yea
658150,17532,1,Yea
658150,17533,2,Nay
658150,17564,1,Yea
658150,17584,1,Yea
658150,17585,1,Yea
658150,17667,2,Nay
658150,17788,1,Yea
658150,17789,1,Yea
658150,18172,1,Yea
658150,18173,1,Yea
658150,18174,1,Yea
658150,18176,1,Yea
658150,18177,1,Yea
658150,18180,1,Yea
658150,18181,2,Nay
658150,18182,1,Yea
658150,18183,2,Nay
658150,18184,1,Yea
658150,18185,1,Yea
658150,18186,2,Nay
658150,18187,1,Yea
658150,18188,1,Yea
658150,18189,1,Yea
658150,18190,1,Yea
658150,18192,1,Yea
658150,18193,1,Yea
658150,18194,1,Yea
658150,18195,1,Yea
658150,18196,1,Yea
658150,18197,1,Yea
658150,18198,1,Yea
658150,18199,4,Absent
658150,18200,1,Yea
658150,18201,1,Yea
658150,18202,2,Nay
658150,18203,1,Yea
658150,18204,1,Yea
658150,18205,2,Nay
658150,18206,1,Yea
658150,18207,1,Yea
658150,18208,1,Yea
658150,18209,2,Nay
658150,18210,2,Nay
658150,18211,1,Yea
658150,18212,1,Yea
659170,8743,1,Yea
659170,8757,1,Yea
659170,8814,1,Yea
659170,8815,1,Yea
659170,8836,1,Yea
659170,8842,1,Yea
659170,8856,1,Yea
659170,8893,1,Yea
659170,8898,1,Yea
659170,8909,1,Yea
659170,10326,1,Yea
659170,10331,1,Yea
659170,10332,1,Yea
659170,10333,1,Yea
659170,10352,1,Yea
659170,10373,1,Yea
659170,11874,1,Yea
659170,11885,1,Yea
659170,11890,1,Yea
659170,11976,1,Yea
659170,14742,1,Yea
659170,14747,1,Yea
659170,15044,1,Yea
659170,15270,1,Yea
659170,16089,1,Yea
659170,16614,1,Yea
659170,16639,1,Yea
659170,16689,1,Yea
659170,16787,1,Yea
659170,16852,1,Yea
659170,17934,1,Yea
659170,18175,1,Yea
659170,18178,1,Yea
659170,18179,1,Yea
659170,18191,1,Yea
661141,8744,1,Yea
661141,8773,2,Nay
661141,8780,2,Nay
661141,8785,1,Yea
661141,8786,2,Nay
661141,8793,1,Yea
661141,8800,2,Nay
661141,8819,1,Yea
661141,8839,2,Nay
661141,8844,1,Yea
661141,8879,1,Yea
661141,10321,2,Nay
661141,10325,1,Yea
661141,10335,2,Nay
661141,10338,2,Nay
661141,10339,2,Nay
661141,10341,2,Nay
661141,10343,1,Yea
661141,10347,1,Yea
661141,10350,1,Yea
661141,10351,1,Yea
661141,10353,2,Nay
661141,10363,2,Nay
661141,10366,2,Nay
661141,10367,2,Nay
661141,10370,2,Nay
661141,10371,2,Nay
661141,10372,2,Nay
661141,10379,2,Nay
661141,10381,2,Nay
661141,12720,2,Nay
661141,13221,1,Yea
661141,13876,2,Nay
661141,13884,1,Yea
661141,14714,1,Yea
661141,14716,1,Yea
661141,14717,1,Yea
661141,14718,1,Yea
661141,14719,1,Yea
661141,14720,1,Yea
661141,14722,1,Yea
661141,14725,2,Nay
661141,14726,1,Yea
661141,14729,2,Nay
661141,14732,1,Yea
661141,15045,1,Yea
661141,15047,1,Yea
661141,15273,1,Yea
661141,15275,2,Nay
661141,15278,1,Yea
661141,15391,1,Yea
661141,15392,1,Yea
661141,15402,1,Yea
661141,15404,2,Nay
661141,15406,2,Nay
661141,15702,1,Yea
661141,15729,1,Yea
661141,15744,1,Yea
661141,15747,2,Nay
661141,15748,1,Yea
661141,15773,1,Yea
661141,15775,2,Nay
661141,15889,4,Absent
661141,16631,1,Yea
661141,16632,1,Yea
661141,16633,2,Nay
661141,16634,1,Yea
661141,16635,1,Yea
661141,16636,1,Yea
661141,16637,2,Nay
661141,16688,1,Yea
661141,16697,1,Yea
661141,16780,2,Nay
661141,16781,2,Nay
661141,16782,2,Nay
661141,16784,2,Nay
661141,16785,2,Nay
661141,16786,2,Nay
661141,16853,2,Nay
661141,16877,2,Nay
661141,17105,4,Absent
661141,17106,1,Yea
661141,17107,1,Yea
661141,17108,1,Yea
661141,17215,2,Nay
661141,17216,1,Yea
661141,17217,2,Nay
661141,17270,2,Nay
661141,17271,2,Nay
661141,17272,2,Nay
661141,17273,1,Yea
661141,17275,1,Yea
661141,17330,1,Yea
661141,17332,2,Nay
661141,17333,2,Nay
661141,17334,1,Yea
661141,17335,2,Nay
661141,17336,2,Nay
661141,17337,2,Nay
